set,mse,rmse,mae,mape,r2
train,0.2081216238019187,0.45620348946705647,0.2626083707968197,302.91356709615343,0.7920091028724654
validation,0.30653360004195446,0.5536547661150895,0.33973404971230065,334.17232654410054,0.7509895168348174
test,0.260985433138254,0.510867334185945,0.33222205963778256,294.04406743685445,0.6774795360782407
