,number,value,datetime_start,datetime_complete,duration,params_d_ff,params_d_model,params_dropout,params_e_layers,params_learning_rate,params_num_kernels,params_top_k,user_attrs_pruned,user_attrs_training_time,state
64,64,0.26866288735699273,2025-01-29 21:57:20.131640,2025-01-29 23:38:41.901747,0 days 01:41:21.770107,64,16,0.1,3,0.00021243218281928497,1,5,,6081.410895586014,COMPLETE
65,65,0.26796049044890946,2025-01-29 22:57:31.966853,2025-01-30 00:36:11.823375,0 days 01:38:39.856522,16,16,0.2,3,0.00026062571156196826,1,5,,5919.561054229736,COMPLETE
66,66,0.26691444293801986,2025-01-29 23:38:41.903923,2025-01-30 01:00:35.495313,0 days 01:21:53.591390,32,16,0.3,1,0.00013189778966880944,1,5,,4913.412171125412,COMPLETE
67,67,0.27204332877163634,2025-01-30 00:36:11.824973,2025-01-30 02:30:39.299967,0 days 01:54:27.474994,16,32,0.3,3,0.00010962077624988628,2,4,,6867.0324828624725,COMPLETE
68,68,0.2676755245795274,2025-01-30 01:00:35.497070,2025-01-30 01:39:52.067753,0 days 00:39:16.570683,32,16,0.3,1,0.0001212468837535029,1,5,,2356.387985229492,COMPLETE
69,69,0.2790136922202609,2025-01-30 01:39:52.069224,2025-01-30 03:08:24.875920,0 days 01:28:32.806696,16,16,0.3,4,0.00025915182462061013,3,5,,5312.150808811188,COMPLETE
70,70,0.26859625066768505,2025-01-30 02:30:39.301346,2025-01-30 03:03:55.622073,0 days 00:33:16.320727,32,32,0.3,1,0.0003209232048974897,1,5,,1996.1102840900421,COMPLETE
71,71,0.3281281970648916,2025-01-30 03:03:55.623983,2025-01-30 04:32:41.189760,0 days 01:28:45.565777,128,48,0.3,4,0.002511103529252701,4,4,,5318.827833890915,COMPLETE
72,72,,2025-01-30 03:08:24.877890,2025-01-30 04:29:11.849921,0 days 01:20:46.972031,240,128,0.2,4,0.009232254599439802,3,4,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 6.40 GiB. GPU 0 has a total capacity of 39.39 GiB of which 6.07 GiB is free. Process 3075574 has 33.31 GiB memory in use. Of the allocated memory 16.19 GiB is allocated by PyTorch, and 16.61 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
73,73,0.26917878110656024,2025-01-30 04:29:11.853065,2025-01-30 04:48:33.555319,0 days 00:19:21.702254,16,112,0.1,1,0.0021651671700740074,1,1,,1161.5074598789215,COMPLETE
74,74,0.26951066537810925,2025-01-30 04:32:41.191347,2025-01-30 05:25:15.218808,0 days 00:52:34.027461,192,80,0.2,1,0.0001115880727070888,1,5,,3153.5665080547333,COMPLETE
75,75,0.2674874655129309,2025-01-30 04:48:33.557267,2025-01-30 05:43:14.374850,0 days 00:54:40.817583,32,16,0.3,1,0.00011337390890845101,2,4,,3280.582799911499,COMPLETE
76,76,0.2675478582229699,2025-01-30 05:25:15.223130,2025-01-30 06:31:18.511440,0 days 01:06:03.288310,16,16,0.2,2,0.00011996227601384167,1,4,,3963.042744874954,COMPLETE
77,77,0.3175435585257575,2025-01-30 05:43:14.378790,2025-01-30 07:21:23.763795,0 days 01:38:09.385005,128,48,0.3,2,0.009820973329429009,6,5,,5879.837076663971,COMPLETE
78,78,0.26891858162259724,2025-01-30 06:31:18.515282,2025-01-30 07:08:38.153844,0 days 00:37:19.638562,16,48,0.0,1,0.00614699055769607,2,3,,2239.38321018219,COMPLETE
79,79,0.3307754244718481,2025-01-30 07:08:38.155576,2025-01-30 07:56:00.139882,0 days 00:47:21.984306,208,112,0.0,3,0.00022304109463133269,3,1,,2841.028087377548,COMPLETE
80,80,0.34177125485984944,2025-01-30 07:21:23.765133,2025-01-30 08:35:04.331880,0 days 01:13:40.566747,128,32,0.0,3,0.002829913412801405,3,3,,4418.917328834534,COMPLETE
81,81,0.2704169934390428,2025-01-30 07:56:00.144037,2025-01-30 09:22:35.574905,0 days 01:26:35.430868,96,32,0.3,4,0.007052068155240596,1,2,,5195.088210582733,COMPLETE
82,82,0.2722849470193278,2025-01-30 08:35:04.335921,2025-01-30 09:04:17.694711,0 days 00:29:13.358790,176,16,0.3,1,0.0005061294532670068,2,1,,1753.0802326202393,COMPLETE
83,83,0.2671555915562807,2025-01-30 09:04:17.698802,2025-01-30 09:53:34.592349,0 days 00:49:16.893547,16,16,0.3,2,0.00012233734359767904,1,3,,2956.7114205360413,COMPLETE
84,84,0.32336098275003605,2025-01-30 09:22:35.578520,2025-01-30 10:01:44.363845,0 days 00:39:08.785325,240,16,0.1,2,0.0057561118866393465,4,1,,2347.975087404251,COMPLETE
85,85,0.265117621896864,2025-01-30 09:53:34.596853,2025-01-30 11:40:58.143939,0 days 01:47:23.547086,16,16,0.3,2,0.00016900084870206464,2,3,,6443.266707658768,COMPLETE
86,86,0.26767632982952244,2025-01-30 10:01:44.368297,2025-01-30 10:54:55.072404,0 days 00:53:10.704107,32,16,0.3,2,0.0002074606996441327,1,4,,3190.4652016162872,COMPLETE
87,87,0.2707397112058185,2025-01-30 10:54:55.076232,2025-01-30 12:02:14.065674,0 days 01:07:18.989442,16,32,0.3,3,0.00011133349942321409,2,2,,4038.6630034446716,COMPLETE
88,88,0.2679110655786312,2025-01-30 11:40:58.148006,2025-01-30 13:33:23.957820,0 days 01:52:25.809814,16,16,0.2,4,0.0001041114001381593,1,5,,6745.5147750377655,COMPLETE
89,89,0.26789827105371666,2025-01-30 12:02:14.069405,2025-01-30 13:04:07.715805,0 days 01:01:53.646400,32,16,0.1,2,0.00012484846025698952,1,5,,3713.372754573822,COMPLETE
90,90,0.27483796323502635,2025-01-30 13:04:07.719394,2025-01-30 13:56:30.986177,0 days 00:52:23.266783,16,64,0.1,3,0.00560189478884021,5,1,,3142.1586015224457,COMPLETE
91,91,0.28534700851181577,2025-01-30 13:33:23.961321,2025-01-30 14:06:35.968780,0 days 00:33:12.007459,160,80,0.1,1,0.0073459513092964885,3,5,,1990.395031929016,COMPLETE
92,92,0.3164462875134961,2025-01-30 13:56:30.988267,2025-01-30 15:08:25.222886,0 days 01:11:54.234619,112,112,0.3,3,0.00017422274923683024,5,3,,4308.414311408997,COMPLETE
93,93,0.2684652946237433,2025-01-30 14:06:35.970669,2025-01-30 14:56:05.678434,0 days 00:49:29.707765,48,32,0.3,2,0.00010597920515711171,2,3,,2969.325166463852,COMPLETE
94,94,,2025-01-30 14:56:05.680450,2025-01-30 15:30:46.561106,0 days 00:34:40.880656,160,128,0.1,1,0.0006013277604198898,6,2,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 12.00 GiB. GPU 0 has a total capacity of 39.39 GiB of which 11.31 GiB is free. Process 3075574 has 28.07 GiB memory in use. Of the allocated memory 15.41 GiB is allocated by PyTorch, and 12.15 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
95,95,,2025-01-30 15:08:25.224876,2025-01-30 16:45:36.724983,0 days 01:37:11.500107,224,48,0.0,3,0.0004529289994492348,6,3,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 2.80 GiB. GPU 1 has a total capacity of 39.39 GiB of which 226.31 MiB is free. Process 3075574 has 39.16 GiB memory in use. Of the allocated memory 35.07 GiB is allocated by PyTorch, and 3.58 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
96,96,0.3334540333158471,2025-01-30 15:30:46.567592,2025-01-30 19:22:55.273304,0 days 03:52:08.705712,160,80,0.0,4,0.0007102540406283642,4,3,,13922.47552061081,COMPLETE
97,97,0.2671120886882603,2025-01-30 16:45:36.728163,2025-01-30 17:29:21.594844,0 days 00:43:44.866681,16,16,0.3,2,0.00010346479088586972,1,4,,2624.6179847717285,COMPLETE
98,98,0.26715458205413345,2025-01-30 17:29:21.597236,2025-01-30 18:02:12.182620,0 days 00:32:50.585384,16,48,0.3,1,0.0001774337057700221,3,3,,1970.1864581108093,COMPLETE
99,99,0.27902369804912136,2025-01-30 18:02:12.186893,2025-01-30 18:43:55.092089,0 days 00:41:42.905196,32,48,0.3,1,0.0005115402862519073,3,3,,2502.5288033485413,COMPLETE
100,100,0.2834793105040327,2025-01-30 18:43:55.095874,2025-01-30 19:38:15.810126,0 days 00:54:20.714252,16,64,0.3,2,0.00015641569919800036,4,3,,3259.249859571457,COMPLETE
101,101,0.26906643050445317,2025-01-30 19:22:55.276853,2025-01-30 20:01:25.883793,0 days 00:38:30.606940,144,48,0.2,1,0.00031112328146326183,1,4,,2310.304211616516,COMPLETE
102,102,0.26710119480757394,2025-01-30 19:38:15.812533,2025-01-30 20:24:45.216886,0 days 00:46:29.404353,48,16,0.3,2,0.00012505129575618318,1,3,,2789.2066085338593,COMPLETE
103,103,0.27995231029489737,2025-01-30 20:01:25.885461,2025-01-30 21:06:33.045420,0 days 01:05:07.159959,224,80,0.3,3,0.007397506743866042,1,2,,3906.658966064453,COMPLETE
104,104,0.27334096986139206,2025-01-30 20:24:45.218412,2025-01-30 21:46:39.460101,0 days 01:21:54.241689,32,16,0.3,2,0.0002457595394664792,3,3,,4913.847534656525,COMPLETE
105,105,0.32433988024677946,2025-01-30 21:06:33.047230,2025-01-30 22:13:40.568231,0 days 01:07:07.521001,112,112,0.3,1,0.0007066188182278258,6,5,,4022.906834125519,COMPLETE
106,106,0.26672916995233215,2025-01-30 21:46:39.461905,2025-01-30 22:18:26.873423,0 days 00:31:47.411518,32,48,0.3,1,0.00015774616570149281,1,3,,1907.2082936763763,COMPLETE
107,107,0.2670805259342908,2025-01-30 22:13:40.574768,2025-01-30 23:55:28.559575,0 days 01:41:47.984807,80,16,0.2,2,0.00015392255738229922,1,5,,6107.6242146492,COMPLETE
108,108,,2025-01-30 22:18:26.875238,2025-01-31 00:36:56.742886,0 days 02:18:29.867648,256,80,0.2,1,0.0003706281824787506,4,4,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 3.20 GiB. GPU 1 has a total capacity of 39.39 GiB of which 2.20 GiB is free. Process 3075574 has 37.19 GiB memory in use. Of the allocated memory 29.75 GiB is allocated by PyTorch, and 6.93 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
109,109,0.2683974072980381,2025-01-30 23:55:28.561259,2025-01-31 00:50:36.145874,0 days 00:55:07.584615,128,32,0.2,2,0.00015775975285245314,1,5,,3307.173612356186,COMPLETE
110,110,0.28339088735478773,2025-01-31 00:36:56.744449,2025-01-31 01:25:55.904569,0 days 00:48:59.160120,96,16,0.2,2,0.00027825739975982704,2,5,,2938.616857767105,COMPLETE
111,111,0.2671311059789175,2025-01-31 00:50:36.147494,2025-01-31 01:16:30.373260,0 days 00:25:54.225766,16,64,0.3,1,0.00013814719894447724,1,4,,1553.9580779075623,COMPLETE
112,112,0.32051490404038,2025-01-31 01:16:30.375003,2025-01-31 02:01:21.299547,0 days 00:44:50.924544,64,64,0.0,2,0.00044781587278219006,6,1,,2690.1540105342865,COMPLETE
113,113,0.26747291328186934,2025-01-31 01:25:55.906634,2025-01-31 02:05:51.355829,0 days 00:39:55.449195,32,96,0.3,1,0.0006660023378419018,1,2,,2395.213273048401,COMPLETE
114,114,0.26879701991284466,2025-01-31 02:01:21.301491,2025-01-31 02:28:27.138703,0 days 00:27:05.837212,144,80,0.2,1,0.00011071157433050563,1,3,,1625.5512037277222,COMPLETE
115,115,0.2961434041914657,2025-01-31 02:05:51.361231,2025-01-31 02:55:06.032604,0 days 00:49:14.671373,64,16,0.0,4,0.00035094344704257726,2,1,,2954.35861492157,COMPLETE
116,116,0.26786417994955974,2025-01-31 02:28:27.140785,2025-01-31 02:55:42.762305,0 days 00:27:15.621520,48,64,0.3,1,0.00013409126122648605,1,2,,1635.4503877162933,COMPLETE
117,117,0.26749800291667464,2025-01-31 02:55:06.037594,2025-01-31 03:54:42.252334,0 days 00:59:36.214740,16,128,0.3,2,0.00876402124576804,4,2,,3573.868679523468,COMPLETE
118,118,0.2670431500689949,2025-01-31 02:55:42.763498,2025-01-31 04:10:03.100089,0 days 01:14:20.336591,80,16,0.2,2,0.00018238564253859898,1,5,,4459.9937217235565,COMPLETE
119,119,0.2675208280972446,2025-01-31 03:54:42.253747,2025-01-31 04:21:33.221120,0 days 00:26:50.967373,64,32,0.2,1,0.00010827873565895115,1,5,,1610.7388324737549,COMPLETE
120,120,0.2680434415117799,2025-01-31 04:10:03.102580,2025-01-31 04:52:10.378916,0 days 00:42:07.276336,80,16,0.2,2,0.0002574191603838668,1,5,,2526.974584579468,COMPLETE
121,121,0.3329786474201114,2025-01-31 04:21:33.222866,2025-01-31 05:26:29.923487,0 days 01:04:56.700621,128,128,0.2,3,0.000477431155953898,2,3,,3895.5121512413025,COMPLETE
122,122,0.26758570941182896,2025-01-31 04:52:10.380772,2025-01-31 05:57:16.339623,0 days 01:05:05.958851,64,16,0.2,2,0.00020969194421825355,1,5,,3905.674660682678,COMPLETE
123,123,0.267840619720982,2025-01-31 05:26:29.925261,2025-01-31 06:46:34.332535,0 days 01:20:04.407274,80,16,0.2,2,0.00016234275208859325,1,5,,4804.126655817032,COMPLETE
