set,mse,rmse,mae,mape,r2
train,0.058330366654866815,0.24151680408382936,0.11982669576369008,77.30678311444332,0.9417303250501732
validation,0.23625061133545508,0.4860561812542405,0.23237504070899417,105.80933041673491,0.7565969994517824
test,0.28685017810576047,0.5355839599033567,0.2337169011370294,108.51735751665281,0.5502816892508261
