# Source: Open Power System Data - Household Data, v2020-04-15
# Changes: cleaned & resampled by ULudo, 2025 - CC BY 4.0
unixtime,load,pv
1432420200,0.0890,0.0000
1432421100,0.0710,0.0000
1432422000,0.0720,0.0000
1432422900,0.0880,0.0000
1432423800,0.0870,0.0000
1432424700,0.0850,0.0000
1432425600,0.0880,0.0000
1432426500,0.0770,0.0000
1432427400,0.0750,0.0000
1432428300,0.0880,0.0000
1432429200,0.0700,0.0000
1432430100,0.0920,0.0000
1432431000,0.0980,0.0000
1432431900,0.0700,0.0000
1432432800,0.0820,0.0000
1432433700,0.0800,0.0000
1432434600,0.0780,0.0000
1432435500,0.0720,0.0000
1432436400,0.0900,0.0000
1432437300,0.0900,0.0000
1432438200,0.0770,0.0000
1432439100,0.0800,0.0000
1432440000,0.1280,0.0120
1432440900,0.0750,0.0200
1432441800,0.1080,0.0280
1432442700,0.0990,0.0680
1432443600,0.0900,0.0780
1432444500,0.1110,0.1560
1432445400,0.0800,0.2170
1432446300,0.0720,0.3260
1432447200,0.1000,0.3930
1432448100,0.0880,0.4500
1432449000,0.1150,0.5790
1432449900,0.1870,0.5630
1432450800,0.1100,0.6350
1432451700,0.0970,0.5470
1432452600,0.1010,0.6590
1432453500,0.4720,0.8500
1432454400,0.2650,0.5570
1432455300,0.2400,0.5150
1432456200,0.2330,0.7300
1432457100,0.2450,1.1420
1432458000,0.2370,1.0440
1432458900,0.2470,0.9490
1432459800,0.5180,0.9570
1432460700,0.2350,0.9830
1432461600,0.4750,0.9670
1432462500,0.3830,0.9720
1432463400,0.0990,1.0630
1432464300,0.1010,1.1810
1432465200,0.2370,1.3070
1432466100,0.4500,1.1180
1432467000,0.1030,1.2600
1432467900,0.1090,1.0250
1432468800,0.0800,0.7700
1432469700,0.0930,0.8270
1432470600,0.0980,0.8980
1432471500,0.0800,0.8760
1432472400,0.0890,0.7530
1432473300,0.1000,0.7190
1432474200,0.0880,0.7500
1432475100,0.0850,0.8060
1432476000,0.0900,0.8310
1432476900,0.0780,0.7020
1432477800,0.0820,0.6290
1432478700,0.0980,0.5790
1432479600,0.0800,0.5640
1432480500,0.0820,0.4930
1432481400,0.0800,0.4080
1432482300,0.0700,0.3560
1432483200,0.0800,0.3710
1432484100,0.0780,0.3620
1432485000,0.0720,0.2940
1432485900,0.0900,0.2220
1432486800,0.0880,0.2110
1432487700,0.0620,0.1930
1432488600,0.0800,0.1490
1432489500,0.0980,0.1120
1432490400,0.0620,0.0640
1432491300,0.0980,0.0290
1432492200,0.1270,0.0130
1432493100,0.1800,0.0000
1432494000,0.1130,0.0000
1432494900,0.1870,0.0000
1432495800,0.1500,0.0000
1432496700,0.1980,0.0000
1432497600,0.2170,0.0000
1432498500,0.2120,0.0000
1432499400,0.2280,0.0000
1432500300,0.1950,0.0000
1432501200,0.1820,0.0000
1432502100,0.1130,0.0000
1432503000,0.0900,0.0000
1432503900,0.0870,0.0000
1432504800,0.0800,0.0000
1432505700,0.0800,0.0000
1432506600,0.0900,0.0000
1432507500,0.0800,0.0000
1432508400,0.0730,0.0000
1432509300,0.0800,0.0000
1432510200,0.0700,0.0000
1432511100,0.0880,0.0000
1432512000,0.0870,0.0000
1432512900,0.0750,0.0000
1432513800,0.0800,0.0000
1432514700,0.0700,0.0000
1432515600,0.0800,0.0000
1432516500,0.0780,0.0000
1432517400,0.0700,0.0000
1432518300,0.0800,0.0000
1432519200,0.0800,0.0000
1432520100,0.0820,0.0000
1432521000,0.0800,0.0000
1432521900,0.0700,0.0000
1432522800,0.0870,0.0000
1432523700,0.0700,0.0000
1432524600,0.0810,0.0000
1432525500,0.0820,0.0000
1432526400,0.1000,0.0000
1432527300,0.1150,0.0000
1432528200,0.0920,0.0200
1432529100,0.0810,0.0370
1432530000,0.0820,0.0620
1432530900,0.0950,0.0780
1432531800,0.0820,0.1050
1432532700,0.0800,0.1400
1432533600,0.0730,0.1800
1432534500,0.1250,0.2250
1432535400,0.1670,0.2980
1432536300,0.1960,0.3380
1432537200,0.1470,0.3960
1432538100,0.1030,0.4850
1432539000,0.1270,0.6100
1432539900,0.0930,0.7900
1432540800,0.1300,0.9440
1432541700,0.3220,1.1960
1432542600,0.4980,1.4190
1432543500,0.1490,1.3480
1432544400,0.1380,1.4970
1432545300,0.1700,1.5950
1432546200,0.1520,1.5810
1432547100,0.1450,1.7890
1432548000,0.6410,1.9380
1432548900,0.7550,1.7620
1432549800,0.6400,1.7060
1432550700,0.9040,1.0910
1432551600,0.3330,0.8720
1432552500,0.1120,0.6370
1432553400,0.1210,0.5900
1432554300,0.2770,0.5640
1432555200,0.3930,0.4940
1432556100,0.2850,0.4610
1432557000,0.4270,0.4120
1432557900,0.0980,0.3620
1432558800,0.0970,0.3040
1432559700,0.0950,0.2910
1432560600,0.0980,0.2300
1432561500,0.0790,0.3420
1432562400,0.1010,0.2510
1432563300,0.1790,0.2780
1432564200,0.1030,0.2100
1432565100,0.0980,0.2310
1432566000,0.0700,0.1630
1432566900,0.1300,0.1110
1432567800,0.0990,0.1130
1432568700,0.0900,0.1100
1432569600,0.0930,0.1370
1432570500,0.0880,0.1210
1432571400,0.0900,0.1010
1432572300,0.0800,0.0620
1432573200,0.1170,0.0610
1432574100,0.1330,0.0500
1432575000,0.1170,0.0000
1432575900,0.1300,0.0120
1432576800,0.1400,0.0000
1432577700,0.1580,0.0000
1432578600,0.1820,0.0000
1432579500,0.1700,0.0000
1432580400,0.1800,0.0000
1432581300,0.1700,0.0000
1432582200,0.1680,0.0000
1432583100,0.2020,0.0000
1432584000,0.1780,0.0000
1432584900,0.1720,0.0000
1432585800,0.1130,0.0000
1432586700,0.0720,0.0000
1432587600,0.1080,0.0000
1432588500,0.1100,0.0000
1432589400,0.0900,0.0000
1432590300,0.1020,0.0000
1432591200,0.0700,0.0000
1432592100,0.0800,0.0000
1432593000,0.0950,0.0000
1432593900,0.0920,0.0000
1432594800,0.0830,0.0000
1432595700,0.0670,0.0000
1432596600,0.0810,0.0000
1432597500,0.0800,0.0000
1432598400,0.0720,0.0000
1432599300,0.0900,0.0000
1432600200,0.0780,0.0000
1432601100,0.0790,0.0000
1432602000,0.0710,0.0000
1432602900,0.0720,0.0000
1432603800,0.0880,0.0000
1432604700,0.0800,0.0000
1432605600,0.0920,0.0000
1432606500,0.0780,0.0000
1432607400,0.0720,0.0000
1432608300,0.0880,0.0000
1432609200,0.0620,0.0000
1432610100,0.0900,0.0000
1432611000,0.0880,0.0000
1432611900,0.0800,0.0000
1432612800,0.1120,0.0000
1432613700,0.0700,0.0000
1432614600,0.0880,0.0000
1432615500,0.0800,0.0080
1432616400,0.1200,0.0110
1432617300,0.1150,0.0290
1432618200,0.1050,0.0400
1432619100,0.0920,0.0550
1432620000,0.0870,0.1390
1432620900,0.1210,0.1030
1432621800,0.6400,0.1580
1432622700,0.1470,0.0920
1432623600,0.1230,0.2200
1432624500,0.0970,0.3410
1432625400,0.0850,0.4130
1432626300,0.0950,0.4900
1432627200,0.1120,0.7830
1432628100,0.1110,1.4860
1432629000,0.0970,1.5330
1432629900,0.1300,1.4460
1432630800,0.1030,0.5770
1432631700,0.0700,0.3960
1432632600,0.0900,0.4890
1432633500,0.0900,0.7360
1432634400,0.0990,1.1690
1432635300,0.1010,1.8490
1432636200,0.0900,1.3240
1432637100,0.0920,0.8750
1432638000,0.1080,1.8630
1432638900,0.1120,1.9230
1432639800,0.0880,0.3520
1432640700,0.0690,0.1620
1432641600,0.0930,0.1300
1432642500,0.0770,0.1690
1432643400,0.0910,0.2080
1432644300,0.3050,0.4990
1432645200,0.7070,0.5020
1432646100,0.5580,0.2030
1432647000,0.4820,0.0650
1432647900,0.1100,0.0980
1432648800,0.1080,0.1400
1432649700,0.0820,0.1300
1432650600,0.1080,0.0720
1432651500,0.1040,0.0760
1432652400,0.0980,0.2120
1432653300,0.1080,0.3800
1432654200,0.0990,0.4410
1432655100,0.1080,0.4440
1432656000,0.2980,0.4270
1432656900,0.5070,0.3500
1432657800,0.2180,0.1850
1432658700,0.1300,0.0550
1432659600,0.1870,0.0660
1432660500,0.1670,0.2310
1432661400,0.1430,0.1700
1432662300,0.1230,0.0530
1432663200,0.0970,0.0280
1432664100,0.1230,0.0020
1432665000,0.1090,0.0000
1432665900,0.1280,0.0000
1432666800,0.3450,0.0000
1432667700,0.4350,0.0000
1432668600,0.3430,0.0000
1432669500,0.5340,0.0000
1432670400,0.1430,0.0000
1432671300,0.1370,0.0000
1432672200,0.1210,0.0000
1432673100,0.1200,0.0000
1432674000,0.1820,0.0000
1432674900,0.0620,0.0000
1432675800,0.1150,0.0000
1432676700,0.0830,0.0000
1432677600,0.0730,0.0000
1432678500,0.0800,0.0000
1432679400,0.0790,0.0000
1432680300,0.0810,0.0000
1432681200,0.0770,0.0000
1432682100,0.0700,0.0000
1432683000,0.1000,0.0000
1432683900,0.0720,0.0000
1432684800,0.0800,0.0000
1432685700,0.0780,0.0000
1432686600,0.0630,0.0000
1432687500,0.0800,0.0000
1432688400,0.0670,0.0000
1432689300,0.0820,0.0000
1432690200,0.0880,0.0000
1432691100,0.0720,0.0000
1432692000,0.0880,0.0000
1432692900,0.0700,0.0000
1432693800,0.0720,0.0000
1432694700,0.0800,0.0000
1432695600,0.0680,0.0000
1432696500,0.0920,0.0000
1432697400,0.0980,0.0000
1432698300,0.0830,0.0000
1432699200,0.1250,0.0000
1432700100,0.0800,0.0000
1432701000,0.1120,0.0000
1432701900,0.0870,0.0090
1432702800,0.1230,0.0110
1432703700,0.1170,0.0280
1432704600,0.1700,0.0400
1432705500,0.1650,0.0560
1432706400,0.0780,0.1380
1432707300,0.1000,0.1040
1432708200,0.0900,0.1570
1432709100,0.0800,0.0930
1432710000,0.5280,0.2200
1432710900,0.2670,0.3400
1432711800,0.7820,0.4140
1432712700,0.6580,0.4900
1432713600,0.9320,0.7820
1432714500,0.4200,1.4860
1432715400,0.3610,1.5330
1432716300,0.1850,1.4470
1432717200,0.4240,0.5770
1432718100,0.4480,0.3950
1432719000,0.3280,0.4900
1432719900,0.5840,0.7350
1432720800,0.4030,1.1690
1432721700,0.2150,1.3200
1432722600,0.1100,1.1390
1432723500,0.1250,1.5200
1432724400,0.1300,1.3350
1432725300,0.1000,0.8010
1432726200,0.0800,0.5690
1432727100,0.1400,1.9510
1432728000,0.1100,1.7750
1432728900,0.1200,1.3890
1432729800,0.1000,1.9310
1432730700,0.0950,1.5260
1432731600,0.1050,1.6480
1432732500,0.1000,0.6760
1432733400,0.1100,1.0700
1432734300,0.1000,1.5340
1432735200,0.0900,0.7550
1432736100,0.0950,0.7500
1432737000,0.0900,1.2500
1432737900,0.1000,0.7310
1432738800,0.0950,1.0190
1432739700,0.1000,0.8540
1432740600,0.1000,0.7400
1432741500,0.0900,0.6170
1432742400,0.1250,0.4790
1432743300,0.2000,0.3690
1432744200,0.1550,0.2580
1432745100,0.1300,0.1540
1432746000,0.0900,0.1130
1432746900,0.3000,0.0820
1432747800,0.0850,0.0710
1432748700,0.1200,0.0540
1432749600,0.1550,0.0490
1432750500,0.1250,0.0240
1432751400,0.1250,0.0110
1432752300,0.0950,0.0000
1432753200,0.1050,0.0000
1432754100,0.1950,0.0000
1432755000,0.1800,0.0000
1432755900,0.1250,0.0000
1432756800,0.1200,0.0000
1432757700,0.1200,0.0000
1432758600,0.1050,0.0000
1432759500,0.1500,0.0000
1432760400,0.1100,0.0000
1432761300,0.0700,0.0000
1432762200,0.0950,0.0000
1432763100,0.0900,0.0000
1432764000,0.0800,0.0000
1432764900,0.1300,0.0000
1432765800,0.0800,0.0000
1432766700,0.0900,0.0000
1432767600,0.0800,0.0000
1432768500,0.0750,0.0000
1432769400,0.0850,0.0000
1432770300,0.0750,0.0000
1432771200,0.0950,0.0000
1432772100,0.0900,0.0000
1432773000,0.0750,0.0000
1432773900,0.0850,0.0000
1432774800,0.0700,0.0000
1432775700,0.0850,0.0000
1432776600,0.0850,0.0000
1432777500,0.0900,0.0000
1432778400,0.0900,0.0000
1432779300,0.0750,0.0000
1432780200,0.0850,0.0000
1432781100,0.0800,0.0000
1432782000,0.0850,0.0000
1432782900,0.1100,0.0000
1432783800,0.0900,0.0000
1432784700,0.0950,0.0260
1432785600,0.1250,0.0290
1432786500,0.0850,0.0510
1432787400,0.1250,0.0840
1432788300,0.0850,0.1350
1432789200,0.1250,0.2110
1432790100,0.0900,0.2750
1432791000,0.1050,0.3110
1432791900,0.1300,0.5190
1432792800,0.0950,0.5740
1432793700,0.1050,0.6350
1432794600,0.0950,0.8460
1432795500,0.1200,1.1050
1432796400,0.1050,1.2500
1432797300,0.1050,1.3240
1432798200,0.5000,1.3520
1432799100,0.1550,1.5100
1432800000,0.5450,1.5680
1432800900,0.1900,1.6660
1432801800,0.1050,1.7290
1432802700,0.1100,1.7650
1432803600,0.0900,1.7950
1432804500,0.1000,1.7460
1432805400,0.3100,1.8910
1432806300,0.5250,1.9240
1432807200,0.2900,1.8140
1432808100,0.1950,1.8520
1432809000,0.1000,1.9200
1432809900,0.1150,1.8830
1432810800,0.1300,1.9760
1432811700,0.1600,1.8890
1432812600,0.0950,1.9220
1432813500,0.1000,1.8750
1432814400,0.1200,1.8750
1432815300,0.1000,1.8340
1432816200,0.1100,1.7950
1432817100,0.0950,1.7260
1432818000,0.1000,1.6840
1432818900,0.0950,1.6340
1432819800,0.0950,1.5490
1432820700,0.1150,1.4670
1432821600,0.1000,1.3750
1432822500,0.1100,1.3050
1432823400,0.1050,1.2240
1432824300,0.1000,1.0570
1432825200,0.0950,0.9940
1432826100,0.0950,0.8710
1432827000,0.1050,0.7230
1432827900,0.0900,0.5960
1432828800,0.0900,0.4740
1432829700,0.0850,0.3010
1432830600,0.0850,0.2660
1432831500,0.1100,0.2930
1432832400,0.1250,0.1810
1432833300,0.1000,0.1100
1432834200,0.1050,0.0600
1432835100,0.0900,0.0550
1432836000,0.1000,0.0550
1432836900,0.1000,0.0330
1432837800,0.1000,0.0170
1432838700,0.1050,0.0060
1432839600,0.0850,0.0000
1432840500,0.1100,0.0000
1432841400,0.1400,0.0000
1432842300,0.1300,0.0000
1432843200,0.2550,0.0000
1432844100,0.1350,0.0000
1432845000,0.3050,0.0000
1432845900,0.1950,0.0000
1432846800,0.1400,0.0000
1432847700,0.1450,0.0000
1432848600,0.0850,0.0000
1432849500,0.1050,0.0000
1432850400,0.0750,0.0000
1432851300,0.0750,0.0000
1432852200,0.1050,0.0000
1432853100,0.0850,0.0000
1432854000,0.1000,0.0000
1432854900,0.0750,0.0000
1432855800,0.0750,0.0000
1432856700,0.0800,0.0000
1432857600,0.0750,0.0000
1432858500,0.0950,0.0000
1432859400,0.0850,0.0000
1432860300,0.0750,0.0000
1432861200,0.0850,0.0000
1432862100,0.0700,0.0000
1432863000,0.0850,0.0000
1432863900,0.0850,0.0000
1432864800,0.0900,0.0000
1432865700,0.0800,0.0000
1432866600,0.0750,0.0000
1432867500,0.0850,0.0000
1432868400,0.0800,0.0000
1432869300,0.0800,0.0000
1432870200,0.0900,0.0000
1432871100,0.0950,0.0000
1432872000,0.1150,0.0330
1432872900,0.0800,0.0550
1432873800,0.0750,0.0960
1432874700,0.1100,0.1560
1432875600,0.0950,0.1800
1432876500,0.1450,0.2440
1432877400,0.0950,0.3360
1432878300,0.0800,0.4040
1432879200,0.0900,0.6130
1432880100,0.0800,0.8460
1432881000,0.1450,0.5350
1432881900,0.1300,0.4750
1432882800,0.5600,0.6950
1432883700,0.3850,0.2950
1432884600,0.4750,0.6150
1432885500,0.4950,0.5800
1432886400,0.2950,0.8850
1432887300,0.1400,1.3110
1432888200,0.3200,1.3450
1432889100,0.2350,1.0450
1432890000,0.2100,1.5590
1432890900,0.2800,1.7560
1432891800,0.2550,1.7340
1432892700,0.3150,1.8750
1432893600,0.1400,1.8520
1432894500,0.1400,1.6890
1432895400,0.2950,1.4450
1432896300,0.1150,1.8440
1432897200,0.1600,1.6840
1432898100,0.1000,1.7460
1432899000,0.1000,1.3260
1432899900,0.1100,1.4790
1432900800,0.1100,1.1560
1432901700,0.1250,1.4740
1432902600,0.1000,1.5200
1432903500,0.1000,1.6700
1432904400,0.0950,1.6310
1432905300,0.1000,1.5130
1432906200,0.1100,1.4570
1432907100,0.0900,1.1450
1432908000,0.1100,1.1600
1432908900,0.1000,1.2360
1432909800,0.0950,1.1590
1432910700,0.1000,0.7240
1432911600,0.0850,0.9300
1432912500,0.1000,0.8300
1432913400,0.0900,0.7050
1432914300,0.0800,0.5700
1432915200,0.0900,0.4650
1432916100,0.0800,0.3500
1432917000,0.0950,0.2400
1432917900,0.1200,0.1510
1432918800,0.1200,0.1050
1432919700,0.1250,0.0860
1432920600,0.1050,0.0640
1432921500,0.1250,0.0430
1432922400,0.1150,0.0370
1432923300,0.0900,0.0140
1432924200,0.1150,0.0120
1432925100,0.1150,0.0000
1432926000,0.1300,0.0000
1432926900,0.1700,0.0000
1432927800,0.1000,0.0000
1432928700,0.1300,0.0000
1432929600,0.1450,0.0000
1432930500,0.1400,0.0000
1432931400,0.1400,0.0000
1432932300,0.0750,0.0000
1432933200,0.1050,0.0000
1432934100,0.0900,0.0000
1432935000,0.0850,0.0000
1432935900,0.0950,0.0000
1432936800,0.0700,0.0000
1432937700,0.0850,0.0000
1432938600,0.0850,0.0000
1432939500,0.0900,0.0000
1432940400,0.0900,0.0000
1432941300,0.0850,0.0000
1432942200,0.0900,0.0000
1432943100,0.0750,0.0000
1432944000,0.0800,0.0000
1432944900,0.0850,0.0000
1432945800,0.0750,0.0000
1432946700,0.0950,0.0000
1432947600,0.0850,0.0000
1432948500,0.0800,0.0000
1432949400,0.0850,0.0000
1432950300,0.0700,0.0000
1432951200,0.0850,0.0000
1432952100,0.0900,0.0000
1432953000,0.0850,0.0000
1432953900,0.0900,0.0000
1432954800,0.0700,0.0000
1432955700,0.0900,0.0000
1432956600,0.0750,0.0000
1432957500,0.0950,0.0080
1432958400,0.1200,0.0350
1432959300,0.0800,0.0700
1432960200,0.1000,0.0800
1432961100,0.0850,0.1120
1432962000,0.0850,0.2030
1432962900,0.0850,0.2560
1432963800,0.0900,0.3100
1432964700,0.1000,0.4240
1432965600,0.0950,0.4410
1432966500,0.1100,0.7110
1432967400,0.1300,0.8540
1432968300,0.1150,1.0060
1432969200,0.1100,1.0680
1432970100,0.1050,1.0450
1432971000,0.0850,0.7620
1432971900,0.0900,0.5990
1432972800,0.4850,0.4240
1432973700,0.2600,0.4060
1432974600,0.1100,0.4790
1432975500,0.1600,0.5700
1432976400,0.4750,0.5610
1432977300,0.1300,0.5800
1432978200,0.1850,0.6600
1432979100,0.1250,0.4880
1432980000,0.1300,0.5410
1432980900,0.1250,0.8850
1432981800,0.1200,0.8110
1432982700,0.4600,0.9700
1432983600,0.2850,0.7950
1432984500,0.0900,0.9360
1432985400,0.3500,0.9000
1432986300,0.1450,1.4590
1432987200,0.2150,1.1740
1432988100,0.1550,1.2850
1432989000,0.1050,1.0960
1432989900,0.1300,1.1790
1432990800,0.1350,1.2370
1432991700,0.1150,1.6500
1432992600,0.1100,1.6130
1432993500,0.1050,1.4320
1432994400,0.1300,1.3590
1432995300,0.2900,0.7000
1432996200,0.1250,0.5600
1432997100,0.1000,0.5550
1432998000,0.0800,0.7750
1432998900,0.1050,0.4810
1432999800,0.1050,0.4570
1433000700,0.1450,0.4960
1433001600,0.1250,0.4510
1433002500,0.1000,0.4490
1433003400,0.1000,0.3440
1433004300,0.1000,0.2910
1433005200,0.0900,0.2110
1433006100,0.1700,0.1500
1433007000,0.1200,0.1350
1433007900,0.1300,0.1100
1433008800,0.1300,0.0950
1433009700,0.2750,0.0430
1433010600,0.3650,0.0120
1433011500,0.4200,0.0000
1433012400,0.3550,0.0000
1433013300,0.3700,0.0000
1433014200,0.3750,0.0000
1433015100,0.3750,0.0000
1433016000,0.3850,0.0000
1433016900,0.3600,0.0000
1433017800,0.3850,0.0000
1433018700,0.3700,0.0000
1433019600,0.3450,0.0000
1433020500,0.3500,0.0000
1433021400,0.4550,0.0000
1433022300,0.4350,0.0000
1433023200,0.4000,0.0000
1433024100,0.4300,0.0000
1433025000,0.4200,0.0000
1433025900,0.4050,0.0000
1433026800,0.4050,0.0000
1433027700,0.3550,0.0000
1433028600,0.3250,0.0000
1433029500,0.4250,0.0000
1433030400,0.3400,0.0000
1433031300,0.3600,0.0000
1433032200,0.3400,0.0000
1433033100,0.3250,0.0000
1433034000,0.3350,0.0000
1433034900,0.3300,0.0000
1433035800,0.3400,0.0000
1433036700,0.3300,0.0000
1433037600,0.3250,0.0000
1433038500,0.3350,0.0000
1433039400,0.3200,0.0000
1433040300,0.3500,0.0000
1433041200,0.3400,0.0000
1433042100,0.3300,0.0000
1433043000,0.3400,0.0000
1433043900,0.3300,0.0000
1433044800,0.3650,0.0080
1433045700,0.3450,0.0520
1433046600,0.3550,0.0980
1433047500,0.1850,0.1470
1433048400,0.0900,0.1600
1433049300,0.0950,0.2560
1433050200,0.1000,0.3490
1433051100,0.1800,0.4300
1433052000,0.1650,0.5230
1433052900,0.1250,0.7620
1433053800,0.1800,0.9430
