# Source: Open Power System Data - Household Data, v2020-04-15
# Changes: cleaned & resampled by ULudo, 2025 - CC BY 4.0
unixtime,load,pv
1456884900,0.1100,0.0000
1456885800,0.1030,0.0000
1456886700,0.0630,0.0000
1456887600,0.0660,0.0000
1456888500,0.0630,0.0000
1456889400,0.0800,0.0000
1456890300,0.0780,0.0000
1456891200,0.0520,0.0000
1456892100,0.0500,0.0000
1456893000,0.0600,0.0000
1456893900,0.0610,0.0000
1456894800,0.0660,0.0000
1456895700,0.0910,0.0000
1456896600,0.2720,0.0000
1456897500,0.3030,0.0000
1456898400,0.2170,0.0000
1456899300,0.1280,0.0000
1456900200,0.0710,0.0090
1456901100,0.0710,0.0300
1456902000,0.0230,0.0750
1456902900,0.0200,0.0730
1456903800,0.0200,0.0500
1456904700,0.0000,0.0770
1456905600,0.0000,0.1200
1456906500,0.0290,0.1300
1456907400,0.0510,0.1100
1456908300,0.0690,0.1380
1456909200,0.5970,0.1390
1456910100,0.8250,0.0950
1456911000,0.2810,0.0700
1456911900,0.3050,0.1260
1456912800,0.2580,0.1190
1456913700,0.3320,0.1510
1456914600,0.0120,0.1300
1456915500,0.0100,0.1420
1456916400,0.0000,0.2950
1456917300,0.0000,0.2720
1456918200,0.0000,0.2760
1456919100,0.0000,0.2420
1456920000,0.0000,0.2560
1456920900,0.1210,0.2790
1456921800,0.3840,0.2230
1456922700,0.2680,0.1590
1456923600,0.3070,0.0680
1456924500,0.2280,0.1210
1456925400,0.0900,0.1090
1456926300,0.0220,0.1070
1456927200,0.0000,0.1890
1456928100,0.0210,0.1040
1456929000,0.0570,0.0520
1456929900,0.0600,0.0410
1456930800,0.3470,0.0750
1456931700,0.3760,0.0640
1456932600,0.3520,0.0140
1456933500,0.1630,0.0000
1456934400,0.1070,0.0000
1456935300,0.0950,0.0000
1456936200,0.0870,0.0000
1456937100,0.0900,0.0000
1456938000,0.1110,0.0000
1456938900,0.2040,0.0000
1456939800,0.3730,0.0000
1456940700,0.3550,0.0000
1456941600,0.2330,0.0000
1456942500,0.1790,0.0000
1456943400,0.2280,0.0000
1456944300,0.2410,0.0000
1456945200,0.2310,0.0000
1456946100,0.2280,0.0000
1456947000,0.2400,0.0000
1456947900,0.2500,0.0000
1456948800,0.2520,0.0000
1456949700,0.2190,0.0000
1456950600,0.2240,0.0000
1456951500,0.1960,0.0000
1456952400,0.2020,0.0000
1456953300,0.2270,0.0000
1456954200,0.2600,0.0000
1456955100,0.2230,0.0000
1456956000,0.1250,0.0000
1456956900,0.0990,0.0000
1456957800,0.0800,0.0000
1456958700,0.0440,0.0000
1456959600,0.0390,0.0000
1456960500,0.0400,0.0000
1456961400,0.0590,0.0000
1456962300,0.0590,0.0000
1456963200,0.0600,0.0000
1456964100,0.0610,0.0000
1456965000,0.0610,0.0000
1456965900,0.0500,0.0000
1456966800,0.0610,0.0000
1456967700,0.0870,0.0000
1456968600,0.0710,0.0000
1456969500,0.0610,0.0000
1456970400,0.0600,0.0000
1456971300,0.0680,0.0000
1456972200,0.0510,0.0000
1456973100,0.0610,0.0000
1456974000,0.0680,0.0000
1456974900,0.0730,0.0000
1456975800,0.0480,0.0000
1456976700,0.0510,0.0000
1456977600,0.0610,0.0000
1456978500,0.0560,0.0000
1456979400,0.0600,0.0000
1456980300,0.0630,0.0000
1456981200,0.0780,0.0000
1456982100,0.0610,0.0000
1456983000,0.2360,0.0000
1456983900,0.4200,0.0000
1456984800,0.8480,0.0100
1456985700,0.2650,0.0170
1456986600,0.0900,0.0390
1456987500,0.0830,0.0700
1456988400,0.2340,0.1060
1456989300,0.1350,0.1420
1456990200,0.3170,0.1110
1456991100,0.1630,0.1090
1456992000,0.1740,0.1170
1456992900,0.2490,0.1480
1456993800,0.0400,0.2550
1456994700,0.0200,0.2810
1456995600,0.0000,0.2790
1456996500,0.0920,0.2550
1456997400,0.0370,0.4000
1456998300,0.0190,0.4540
1456999200,0.0920,0.5070
1457000100,0.0200,0.6210
1457001000,0.0190,0.5230
1457001900,0.0560,0.3250
1457002800,0.3050,0.1150
1457003700,0.0400,0.0800
1457004600,0.0000,0.1110
1457005500,0.0140,0.1720
1457006400,0.3430,0.1270
1457007300,0.0800,0.1000
1457008200,0.0530,0.1280
1457009100,0.0000,0.1400
1457010000,0.0000,0.1420
1457010900,0.0370,0.0800
1457011800,0.0220,0.0990
1457012700,0.0700,0.0890
1457013600,0.0510,0.1490
1457014500,0.0390,0.1040
1457015400,0.0000,0.1210
1457016300,0.0000,0.1390
1457017200,0.0290,0.0440
1457018100,0.0460,0.0200
1457019000,0.0630,0.0180
1457019900,0.0700,0.0400
1457020800,0.0510,0.0500
1457021700,0.0390,0.0420
1457022600,0.3350,0.0000
1457023500,0.4370,0.0000
1457024400,0.4020,0.0000
1457025300,0.3430,0.0000
1457026200,0.4050,0.0000
1457027100,0.2500,0.0000
1457028000,0.2180,0.0000
1457028900,0.1850,0.0000
1457029800,0.2160,0.0000
1457030700,0.6620,0.0000
1457031600,0.5370,0.0000
1457032500,0.2040,0.0000
1457033400,0.1860,0.0000
1457034300,0.3110,0.0000
1457035200,0.6040,0.0000
1457036100,0.3980,0.0000
1457037000,0.5540,0.0000
1457037900,0.4850,0.0000
1457038800,0.4010,0.0000
1457039700,0.3600,0.0000
1457040600,0.2720,0.0000
1457041500,0.2470,0.0000
1457042400,0.2570,0.0000
1457043300,0.2600,0.0000
1457044200,0.2140,0.0000
1457045100,0.2180,0.0000
1457046000,0.2190,0.0000
1457046900,0.2350,0.0000
1457047800,0.1700,0.0000
1457048700,0.1600,0.0000
1457049600,0.1430,0.0000
1457050500,0.1460,0.0000
1457051400,0.1410,0.0000
1457052300,0.1500,0.0000
1457053200,0.1680,0.0000
1457054100,0.1520,0.0000
1457055000,0.1220,0.0000
1457055900,0.1210,0.0000
1457056800,0.0830,0.0000
1457057700,0.0580,0.0000
1457058600,0.0610,0.0000
1457059500,0.0780,0.0000
1457060400,0.0890,0.0000
1457061300,0.0630,0.0000
1457062200,0.0490,0.0000
1457063100,0.0510,0.0000
1457064000,0.0510,0.0000
1457064900,0.0490,0.0000
1457065800,0.0670,0.0000
1457066700,0.0900,0.0000
1457067600,0.0730,0.0000
1457068500,0.0610,0.0000
1457069400,0.1260,0.0000
1457070300,0.1480,0.0100
1457071200,0.1800,0.0070
1457072100,0.0550,0.0310
1457073000,0.2450,0.0490
1457073900,0.3520,0.0990
1457074800,0.2260,0.1540
1457075700,0.0000,0.1710
1457076600,0.0420,0.2170
1457077500,0.0450,0.2570
1457078400,0.2050,0.3660
1457079300,0.1570,0.2770
1457080200,0.0200,0.2790
1457081100,0.0290,0.2690
1457082000,0.0490,0.3060
1457082900,0.0310,0.3740
1457083800,0.0320,0.2790
1457084700,0.0190,0.3100
1457085600,0.0280,0.3020
1457086500,0.0230,0.2690
1457087400,0.0670,0.2720
1457088300,0.2320,0.2770
1457089200,0.0000,0.3170
1457090100,0.0000,0.3330
1457091000,0.0000,0.3080
1457091900,0.0000,0.3500
1457092800,0.2530,0.3030
1457093700,0.3970,0.2990
1457094600,0.1280,0.2810
1457095500,0.0030,0.2920
1457096400,0.0000,0.2520
1457097300,0.0000,0.1430
1457098200,0.0840,0.1390
1457099100,0.2160,0.1790
1457100000,0.1870,0.2020
1457100900,0.1030,0.1870
1457101800,0.2890,0.1800
1457102700,0.0000,0.1450
1457103600,0.0000,0.1190
1457104500,0.0070,0.0830
1457105400,0.0410,0.0340
1457106300,0.0700,0.0290
1457107200,0.0400,0.0190
1457108100,0.0310,0.0000
1457109000,0.0390,0.0120
1457109900,0.0510,0.0000
1457110800,0.3870,0.0000
1457111700,0.6600,0.0000
1457112600,0.5200,0.0000
1457113500,0.4220,0.0000
1457114400,0.3820,0.0000
1457115300,0.3210,0.0000
1457116200,0.1820,0.0000
1457117100,0.1860,0.0000
1457118000,0.2590,0.0000
1457118900,0.4830,0.0000
1457119800,0.6440,0.0000
1457120700,0.4540,0.0000
1457121600,0.4290,0.0000
1457122500,0.4100,0.0000
1457123400,0.3180,0.0000
1457124300,0.2820,0.0000
1457125200,0.1750,0.0000
1457126100,0.2380,0.0000
1457127000,0.1990,0.0000
1457127900,0.1890,0.0000
1457128800,0.2310,0.0000
1457129700,0.1630,0.0000
1457130600,0.1400,0.0000
1457131500,0.1410,0.0000
1457132400,0.1410,0.0000
1457133300,0.1110,0.0000
1457134200,0.0900,0.0000
1457135100,0.0800,0.0000
1457136000,0.1000,0.0000
1457136900,0.1000,0.0000
1457137800,0.1090,0.0000
1457138700,0.1280,0.0000
1457139600,0.1290,0.0000
1457140500,0.1240,0.0000
1457141400,0.0990,0.0000
1457142300,0.1000,0.0000
1457143200,0.0830,0.0000
1457144100,0.0800,0.0000
1457145000,0.0680,0.0000
1457145900,0.0920,0.0000
1457146800,0.0800,0.0000
1457147700,0.0600,0.0000
1457148600,0.0610,0.0000
1457149500,0.0490,0.0000
1457150400,0.0400,0.0000
1457151300,0.0500,0.0000
1457152200,0.0770,0.0000
1457153100,0.0830,0.0000
1457154000,0.0600,0.0000
1457154900,0.0600,0.0000
1457155800,0.0600,0.0000
1457156700,0.0500,0.0000
1457157600,0.0490,0.0000
1457158500,0.2830,0.0000
1457159400,0.2120,0.0100
1457160300,0.1720,0.0100
1457161200,0.1390,0.0090
1457162100,0.3660,0.0200
1457163000,0.1670,0.0270
1457163900,0.1320,0.0240
1457164800,0.0770,0.0270
1457165700,0.0930,0.0220
1457166600,0.0800,0.0210
1457167500,0.0680,0.0270
1457168400,0.5540,0.0220
1457169300,0.2930,0.0310
1457170200,0.1500,0.0270
1457171100,0.1020,0.0490
1457172000,0.0800,0.0600
1457172900,0.2480,0.0710
1457173800,0.1330,0.0500
1457174700,0.1190,0.0490
1457175600,0.2350,0.0510
1457176500,0.2210,0.0490
1457177400,0.1070,0.0600
1457178300,0.0600,0.0680
1457179200,0.1320,0.0730
1457180100,0.0750,0.0970
1457181000,0.0630,0.0800
1457181900,0.3100,0.0630
1457182800,0.3150,0.0700
1457183700,0.3390,0.0690
1457184600,0.3530,0.0700
1457185500,0.5280,0.0610
1457186400,0.1310,0.0770
1457187300,0.1020,0.0830
1457188200,0.1970,0.0700
1457189100,0.0920,0.0490
1457190000,0.0460,0.0510
1457190900,0.0560,0.0410
1457191800,0.1160,0.0220
1457192700,0.1290,0.0100
1457193600,0.1860,0.0000
1457194500,0.2830,0.0090
1457195400,0.5300,0.0000
1457196300,0.7220,0.0000
1457197200,0.3100,0.0000
1457198100,0.1370,0.0000
1457199000,0.2470,0.0000
1457199900,0.2620,0.0000
1457200800,0.2380,0.0000
1457201700,0.2260,0.0000
1457202600,0.1870,0.0000
1457203500,0.1810,0.0000
1457204400,0.1700,0.0000
1457205300,0.1800,0.0000
1457206200,0.1720,0.0000
1457207100,0.1500,0.0000
1457208000,0.1700,0.0000
1457208900,0.1700,0.0000
1457209800,0.1870,0.0000
1457210700,0.1810,0.0000
1457211600,0.2000,0.0000
1457212500,0.2100,0.0000
1457213400,0.1820,0.0000
1457214300,0.1770,0.0000
1457215200,0.1720,0.0000
1457216100,0.1790,0.0000
1457217000,0.1900,0.0000
1457217900,0.1990,0.0000
1457218800,0.1730,0.0000
1457219700,0.1430,0.0000
1457220600,0.1370,0.0000
1457221500,0.1050,0.0000
1457222400,0.0490,0.0000
1457223300,0.0510,0.0000
1457224200,0.0510,0.0000
1457225100,0.0770,0.0000
1457226000,0.0900,0.0000
1457226900,0.0700,0.0000
1457227800,0.0620,0.0000
1457228700,0.0580,0.0000
1457229600,0.0520,0.0000
1457230500,0.0500,0.0000
1457231400,0.0600,0.0000
1457232300,0.0780,0.0000
1457233200,0.0730,0.0000
1457234100,0.0490,0.0000
1457235000,0.0600,0.0000
1457235900,0.0500,0.0000
1457236800,0.0400,0.0000
1457237700,0.0600,0.0000
1457238600,0.0710,0.0000
1457239500,0.0680,0.0000
1457240400,0.0610,0.0000
1457241300,0.0600,0.0000
1457242200,0.0510,0.0000
1457243100,0.0490,0.0000
1457244000,0.0510,0.0000
1457244900,0.0690,0.0000
1457245800,0.0690,0.0000
1457246700,0.0410,0.0100
1457247600,0.0320,0.0270
1457248500,0.0900,0.0410
1457249400,0.0990,0.0490
1457250300,0.0870,0.0580
1457251200,0.0050,0.1210
1457252100,0.0000,0.1360
1457253000,0.0000,0.1480
1457253900,0.0000,0.3400
1457254800,0.0000,0.3810
1457255700,0.0000,0.6650
1457256600,0.0000,0.3040
1457257500,0.0000,0.2680
1457258400,0.0000,0.3990
1457259300,0.0000,0.2710
1457260200,0.0000,0.1370
1457261100,0.0000,0.1550
1457262000,0.0390,0.1850
1457262900,0.2410,0.1280
1457263800,0.4260,0.1820
1457264700,0.2260,0.2700
1457265600,0.2680,0.2010
1457266500,0.0600,0.2090
1457267400,0.0530,0.2730
1457268300,0.1870,0.1870
1457269200,0.2360,0.0620
1457270100,0.2520,0.1130
1457271000,0.1410,0.3960
1457271900,0.0000,0.5000
1457272800,0.0000,0.3060
1457273700,0.0000,0.2240
1457274600,0.0200,0.0510
1457275500,0.0000,0.1690
1457276400,0.0000,0.2840
1457277300,0.0000,0.2260
1457278200,0.0480,0.0820
1457279100,0.0120,0.1050
1457280000,0.1060,0.1050
1457280900,0.2220,0.0310
1457281800,0.0400,0.0120
1457282700,0.1700,0.0100
1457283600,0.1440,0.0000
1457284500,0.1990,0.0000
1457285400,0.1920,0.0000
1457286300,0.1700,0.0000
1457287200,0.1700,0.0000
1457288100,0.1770,0.0000
1457289000,0.1750,0.0000
1457289900,0.1110,0.0000
1457290800,0.1750,0.0000
1457291700,0.2540,0.0000
1457292600,0.2800,0.0000
1457293500,0.2620,0.0000
1457294400,0.2710,0.0000
1457295300,0.2500,0.0000
1457296200,0.2410,0.0000
1457297100,0.2470,0.0000
1457298000,0.2820,0.0000
1457298900,0.2430,0.0000
1457299800,0.1990,0.0000
1457300700,0.2010,0.0000
1457301600,0.2100,0.0000
1457302500,0.1890,0.0000
1457303400,0.1810,0.0000
1457304300,0.1820,0.0000
1457305200,0.1700,0.0000
1457306100,0.1300,0.0000
1457307000,0.1230,0.0000
1457307900,0.1270,0.0000
1457308800,0.1330,0.0000
1457309700,0.1290,0.0000
1457310600,0.1280,0.0000
1457311500,0.1430,0.0000
1457312400,0.1290,0.0000
1457313300,0.1280,0.0000
1457314200,0.1300,0.0000
1457315100,0.1300,0.0000
1457316000,0.1290,0.0000
1457316900,0.1240,0.0000
1457317800,0.0920,0.0000
1457318700,0.0800,0.0000
1457319600,0.0610,0.0000
1457320500,0.0670,0.0000
1457321400,0.0620,0.0000
1457322300,0.0600,0.0000
1457323200,0.0500,0.0000
1457324100,0.0780,0.0000
1457325000,0.0690,0.0000
1457325900,0.0530,0.0000
1457326800,0.0500,0.0000
1457327700,0.1270,0.0000
1457328600,0.2500,0.0000
1457329500,0.2280,0.0000
1457330400,0.1500,0.0100
1457331300,0.1050,0.0260
1457332200,0.0200,0.0410
1457333100,0.1230,0.0780
1457334000,0.0000,0.1650
1457334900,0.0000,0.1990
1457335800,0.0000,0.2210
1457336700,0.0000,0.2640
1457337600,0.0000,0.3280
1457338500,0.0000,0.3770
1457339400,0.0000,0.4070
1457340300,0.0000,0.4490
1457341200,0.0000,0.4890
1457342100,0.0000,0.5470
1457343000,0.0000,0.6060
1457343900,0.0000,0.4870
1457344800,0.0000,0.2150
1457345700,0.0700,0.1630
1457346600,0.1100,0.1680
1457347500,0.0000,0.3340
1457348400,0.0000,0.5520
1457349300,0.0000,0.3610
1457350200,0.0000,0.2380
1457351100,0.0000,0.4590
1457352000,0.0000,0.5100
1457352900,0.0000,0.6930
1457353800,0.0200,0.3770
1457354700,0.0000,0.3760
1457355600,0.0000,0.3020
1457356500,0.0000,0.1110
1457357400,0.0000,0.1840
1457358300,0.0000,0.1650
1457359200,0.0000,0.1390
1457360100,0.0940,0.1140
1457361000,0.1730,0.1570
1457361900,0.0020,0.1870
1457362800,0.0000,0.1980
1457363700,0.0000,0.2120
1457364600,0.0000,0.1530
1457365500,0.0000,0.1590
1457366400,0.0100,0.0960
1457367300,0.1190,0.0590
1457368200,0.0390,0.0340
1457369100,0.0580,0.0100
1457370000,0.1670,0.0000
1457370900,0.4800,0.0000
1457371800,0.5780,0.0000
1457372700,0.3420,0.0000
1457373600,0.1200,0.0000
1457374500,0.2150,0.0000
1457375400,0.4020,0.0000
1457376300,0.4380,0.0000
1457377200,0.5170,0.0000
1457378100,0.4700,0.0000
1457379000,0.5810,0.0000
1457379900,0.2790,0.0000
1457380800,0.2960,0.0000
1457381700,0.2500,0.0000
1457382600,0.4150,0.0000
1457383500,0.2960,0.0000
1457384400,0.2460,0.0000
1457385300,0.2300,0.0000
1457386200,0.2230,0.0000
1457387100,0.2190,0.0000
1457388000,0.2280,0.0000
1457388900,0.2230,0.0000
1457389800,0.1900,0.0000
1457390700,0.1990,0.0000
1457391600,0.2010,0.0000
1457392500,0.1620,0.0000
1457393400,0.1400,0.0000
1457394300,0.1400,0.0000
1457395200,0.1310,0.0000
1457396100,0.1310,0.0000
1457397000,0.1580,0.0000
1457397900,0.1310,0.0000
1457398800,0.1220,0.0000
1457399700,0.1300,0.0000
1457400600,0.1270,0.0000
1457401500,0.1120,0.0000
1457402400,0.1110,0.0000
1457403300,0.1190,0.0000
1457404200,0.1380,0.0000
1457405100,0.1120,0.0000
1457406000,0.1210,0.0000
1457406900,0.0930,0.0000
1457407800,0.0580,0.0000
1457408700,0.0510,0.0000
1457409600,0.0510,0.0000
1457410500,0.0770,0.0000
1457411400,0.0610,0.0000
1457412300,0.0510,0.0000
1457413200,0.0610,0.0000
1457414100,0.0580,0.0000
1457415000,0.3060,0.0000
1457415900,0.2010,0.0000
1457416800,0.2670,0.0070
1457417700,0.0850,0.0200
1457418600,0.0340,0.0290
1457419500,0.0300,0.0510
1457420400,0.0090,0.0670
1457421300,0.0100,0.1550
1457422200,0.0510,0.1930
1457423100,0.0000,0.1300
1457424000,0.0000,0.2240
1457424900,0.0000,0.2330
1457425800,0.0000,0.2300
1457426700,0.0000,0.2500
1457427600,0.0000,0.2310
1457428500,0.0000,0.1520
1457429400,0.0000,0.1300
1457430300,0.0000,0.1870
1457431200,0.0000,0.1720
1457432100,0.0000,0.1910
1457433000,0.0000,0.1700
1457433900,0.0000,0.1320
1457434800,0.0000,0.1380
1457435700,0.0000,0.1940
1457436600,0.0100,0.3030
1457437500,0.0000,0.4780
1457438400,0.0000,0.5750
1457439300,0.0000,0.5220
1457440200,0.0000,0.2050
1457441100,0.0000,0.1720
1457442000,0.0000,0.1510
1457442900,0.0000,0.1320
1457443800,0.0000,0.1080
1457444700,0.0000,0.1190
1457445600,0.0000,0.2780
1457446500,0.0000,0.4100
1457447400,0.0000,0.3350
1457448300,0.0000,0.2580
1457449200,0.0000,0.2190
1457450100,0.0000,0.2010
1457451000,0.0160,0.1430
1457451900,0.1220,0.1000
1457452800,0.0020,0.0720
1457453700,0.0080,0.0590
1457454600,0.0190,0.0440
1457455500,0.0410,0.0190
1457456400,0.1120,0.0000
1457457300,0.3220,0.0000
1457458200,0.2940,0.0000
1457459100,0.1870,0.0000
1457460000,0.1970,0.0000
1457460900,0.2960,0.0000
1457461800,0.1770,0.0000
1457462700,0.1780,0.0000
1457463600,0.2100,0.0000
1457464500,0.2290,0.0000
1457465400,0.2210,0.0000
1457466300,0.2170,0.0000
1457467200,0.2120,0.0000
1457468100,0.2010,0.0000
1457469000,0.1900,0.0000
1457469900,0.2180,0.0000
1457470800,0.2290,0.0000
1457471700,0.3150,0.0000
1457472600,0.3490,0.0000
1457473500,0.3430,0.0000
1457474400,0.3380,0.0000
1457475300,0.3320,0.0000
1457476200,0.4810,0.0000
1457477100,0.4410,0.0000
1457478000,0.4340,0.0000
1457478900,0.3740,0.0000
1457479800,0.4560,0.0000
1457480700,0.1750,0.0000
1457481600,0.0900,0.0000
1457482500,0.0720,0.0000
1457483400,0.0690,0.0000
1457484300,0.0610,0.0000
1457485200,0.0480,0.0000
1457486100,0.0510,0.0000
1457487000,0.0510,0.0000
1457487900,0.0510,0.0000
1457488800,0.0390,0.0000
1457489700,0.0700,0.0000
1457490600,0.0600,0.0000
1457491500,0.0500,0.0000
1457492400,0.0410,0.0000
1457493300,0.0490,0.0000
1457494200,0.0500,0.0000
1457495100,0.0420,0.0000
1457496000,0.0580,0.0000
1457496900,0.0610,0.0000
1457497800,0.0480,0.0000
1457498700,0.0410,0.0000
1457499600,0.0390,0.0000
1457500500,0.2540,0.0000
1457501400,0.1950,0.0000
1457502300,0.2040,0.0000
1457503200,0.2500,0.0170
1457504100,0.1070,0.0210
1457505000,0.0240,0.0500
1457505900,0.0000,0.0800
1457506800,0.0290,0.1070
1457507700,0.0000,0.1500
1457508600,0.0000,0.1580
1457509500,0.0200,0.2450
1457510400,0.0000,0.2670
1457511300,0.0000,0.2350
