# Source: Open Power System Data - Household Data, v2020-04-15
# Changes: cleaned & resampled by ULudo, 2025 - CC BY 4.0
unixtime,load,pv
1463191200,0.0850,0.0000
1463192100,0.0950,0.0000
1463193000,0.0800,0.0000
1463193900,0.0800,0.0000
1463194800,0.0650,0.0000
1463195700,0.0800,0.0000
1463196600,0.0650,0.0000
1463197500,0.0800,0.0000
1463198400,0.0700,0.0000
1463199300,0.0750,0.0000
1463200200,0.0800,0.0000
1463201100,0.0900,0.0000
1463202000,0.0850,0.0000
1463202900,0.0800,0.0000
1463203800,0.0800,0.0000
1463204700,0.1650,0.0250
1463205600,0.0400,0.0550
1463206500,0.0450,0.0500
1463207400,0.0700,0.0590
1463208300,0.0000,0.1260
1463209200,0.0000,0.1950
1463210100,0.0000,0.1740
1463211000,0.0100,0.2560
1463211900,0.0000,0.3250
1463212800,0.0000,0.5200
1463213700,0.0000,0.5800
1463214600,0.0000,0.5040
1463215500,0.0000,0.5540
1463216400,0.0000,0.7070
1463217300,0.0000,0.6650
1463218200,0.0000,0.7950
1463219100,0.0000,0.7900
1463220000,0.0000,1.1850
1463220900,0.0000,0.9340
1463221800,0.0000,0.7860
1463222700,0.0000,1.0040
1463223600,0.0000,0.5360
1463224500,0.0000,0.4900
1463225400,0.0750,0.0450
1463226300,0.3550,0.0100
1463227200,0.4350,0.0500
1463228100,0.0600,0.0540
1463229000,0.0150,0.1110
1463229900,0.0000,0.1900
1463230800,0.0000,0.1300
1463231700,0.0000,0.2550
1463232600,0.0000,0.3500
1463233500,0.0000,0.3200
1463234400,0.0000,0.2350
1463235300,0.0000,0.3200
1463236200,0.0000,0.5290
1463237100,0.0600,0.2110
1463238000,0.1550,0.0400
1463238900,0.0350,0.1040
1463239800,0.0000,0.3750
1463240700,0.0000,1.1960
1463241600,0.0100,0.5000
1463242500,0.0100,0.1650
1463243400,0.0100,0.1650
1463244300,0.0750,0.0300
1463245200,0.1400,0.0000
1463246100,0.3350,0.0000
1463247000,0.5450,0.0600
1463247900,0.1100,0.0200
1463248800,0.1200,0.0000
1463249700,0.1200,0.0000
1463250600,0.1250,0.0000
1463251500,0.1050,0.0000
1463252400,0.1100,0.0000
1463253300,0.1100,0.0000
1463254200,0.1050,0.0000
1463255100,0.0550,0.0000
1463256000,0.0450,0.0000
1463256900,0.0550,0.0000
1463257800,0.0650,0.0000
1463258700,0.0700,0.0000
1463259600,0.0700,0.0000
1463260500,0.0650,0.0000
1463261400,0.0700,0.0000
1463262300,0.0650,0.0000
1463263200,0.0550,0.0000
1463264100,0.0500,0.0000
1463265000,0.0550,0.0000
1463265900,0.0500,0.0000
1463266800,0.0550,0.0000
1463267700,0.0450,0.0000
1463268600,0.0500,0.0000
1463269500,0.0500,0.0000
1463270400,0.0700,0.0000
1463271300,0.0550,0.0000
1463272200,0.0650,0.0000
1463273100,0.0600,0.0000
1463274000,0.0650,0.0000
1463274900,0.0450,0.0000
1463275800,0.0500,0.0000
1463276700,0.0400,0.0000
1463277600,0.0500,0.0000
1463278500,0.0400,0.0000
1463279400,0.0500,0.0000
1463280300,0.0400,0.0000
1463281200,0.0500,0.0000
1463282100,0.0600,0.0000
1463283000,0.0650,0.0000
1463283900,0.0650,0.0000
1463284800,0.0600,0.0000
1463285700,0.0500,0.0000
1463286600,0.0200,0.0100
1463287500,0.0100,0.0250
1463288400,0.0000,0.0600
1463289300,0.0000,0.1100
1463290200,0.0000,0.1400
1463291100,0.0000,0.1650
1463292000,0.0000,0.2050
1463292900,0.0000,0.2150
1463293800,0.0000,0.2500
1463294700,0.0000,0.2900
1463295600,0.0000,0.3650
1463296500,0.0000,0.4600
1463297400,0.0000,0.4750
1463298300,0.0000,0.6100
1463299200,0.0000,0.7650
1463300100,0.0000,0.9200
1463301000,0.0000,0.8590
1463301900,0.0000,1.0360
1463302800,0.0000,0.8000
1463303700,0.0000,0.8200
1463304600,0.0000,0.8600
1463305500,0.0000,0.8790
1463306400,0.0000,0.7460
1463307300,0.0000,1.0850
1463308200,0.0000,1.1600
1463309100,0.0000,0.6140
1463310000,0.0700,0.5960
1463310900,0.0100,1.2850
1463311800,0.0000,1.8200
1463312700,0.0000,1.6800
1463313600,0.0000,1.3200
1463314500,0.0000,1.6700
1463315400,0.0000,1.4450
1463316300,0.0000,1.7000
1463317200,0.0000,0.9700
1463318100,0.0000,0.6750
1463319000,0.0000,1.6250
1463319900,0.0000,1.8840
1463320800,0.0000,1.3160
1463321700,0.0000,1.1360
1463322600,0.0000,1.4040
1463323500,0.0000,0.8490
1463324400,0.0000,1.0810
1463325300,0.0000,1.2150
1463326200,0.0000,0.8610
1463327100,0.0000,0.8240
1463328000,0.0000,0.8850
1463328900,0.0000,0.8240
1463329800,0.0000,1.0660
1463330700,0.0000,0.8600
1463331600,0.0200,0.4450
1463332500,0.1000,0.1550
1463333400,0.0900,0.0800
1463334300,0.2500,0.0450
1463335200,0.6600,0.0000
1463336100,0.2600,0.0000
1463337000,0.2200,0.0000
1463337900,0.2150,0.0000
1463338800,0.2000,0.0000
1463339700,0.1900,0.0000
1463340600,0.1600,0.0000
1463341500,0.1800,0.0000
1463342400,0.1900,0.0000
1463343300,0.1950,0.0000
1463344200,0.2000,0.0000
1463345100,0.1850,0.0000
1463346000,0.2000,0.0000
1463346900,0.1000,0.0000
1463347800,0.0800,0.0000
1463348700,0.0700,0.0000
1463349600,0.0850,0.0000
1463350500,0.0600,0.0000
1463351400,0.0550,0.0000
1463352300,0.0450,0.0000
1463353200,0.0600,0.0000
1463354100,0.0600,0.0000
1463355000,0.0750,0.0000
1463355900,0.0650,0.0000
1463356800,0.0650,0.0000
1463357700,0.0650,0.0000
1463358600,0.0500,0.0000
1463359500,0.0500,0.0000
1463360400,0.0500,0.0000
1463361300,0.0500,0.0000
1463362200,0.0450,0.0000
1463363100,0.0550,0.0000
1463364000,0.0450,0.0000
1463364900,0.0550,0.0000
1463365800,0.0600,0.0000
1463366700,0.0750,0.0000
1463367600,0.0650,0.0000
1463368500,0.0650,0.0000
1463369400,0.0550,0.0000
1463370300,0.0500,0.0000
1463371200,0.0300,0.0000
1463372100,0.0200,0.0100
1463373000,0.0000,0.0300
1463373900,0.0100,0.0300
1463374800,0.0000,0.0200
1463375700,0.0000,0.0490
1463376600,0.0000,0.0660
1463377500,0.0000,0.1300
1463378400,0.0000,0.1600
1463379300,0.0000,0.1850
1463380200,0.0000,0.1750
1463381100,0.0000,0.1950
1463382000,0.0000,0.3200
1463382900,0.0000,0.2470
1463383800,0.0000,0.2330
1463384700,0.0000,0.1700
1463385600,0.0000,0.1750
1463386500,0.0000,0.1090
1463387400,0.0000,0.1310
1463388300,0.0000,0.1600
1463389200,0.0000,0.1900
1463390100,0.0000,0.3800
1463391000,0.0000,0.5550
1463391900,0.0000,0.5550
1463392800,0.0000,0.6450
1463393700,0.0000,0.7200
1463394600,0.0000,0.5150
1463395500,0.0000,0.6400
1463396400,0.0000,0.8050
1463397300,0.0000,1.2750
1463398200,0.0000,1.3900
1463399100,0.0000,0.7800
1463400000,0.0000,0.6980
1463400900,0.0000,0.7120
1463401800,0.0000,0.6450
1463402700,0.0050,0.6150
1463403600,0.1900,0.4100
1463404500,0.0050,1.0900
1463405400,0.0100,0.6150
1463406300,0.0000,0.6500
1463407200,0.0000,1.3440
1463408100,0.0200,0.5810
1463409000,0.0400,0.1600
1463409900,0.1150,0.0950
1463410800,0.1150,0.1300
1463411700,0.0200,0.2850
1463412600,0.0850,0.1300
1463413500,0.1450,0.0550
1463414400,0.1350,0.0800
1463415300,0.1650,0.0490
1463416200,0.1650,0.0510
1463417100,0.1800,0.0200
1463418000,0.1700,0.0500
1463418900,0.1100,0.0850
1463419800,0.1400,0.0440
1463420700,0.1550,0.0110
1463421600,0.1800,0.0000
1463422500,0.1750,0.0000
1463423400,0.2400,0.0000
1463424300,0.1800,0.0000
1463425200,0.2000,0.0000
1463426100,0.2100,0.0000
1463427000,0.2150,0.0000
1463427900,0.2150,0.0000
1463428800,0.2050,0.0000
1463429700,0.2050,0.0000
1463430600,0.2000,0.0000
1463431500,0.1800,0.0000
1463432400,0.7700,0.0000
1463433300,0.2700,0.0000
1463434200,0.1850,0.0000
1463435100,0.1850,0.0000
1463436000,0.1750,0.0000
1463436900,0.1450,0.0000
1463437800,0.1600,0.0000
1463438700,0.1350,0.0000
1463439600,0.1150,0.0000
1463440500,0.1200,0.0000
1463441400,0.1100,0.0000
1463442300,0.0900,0.0000
1463443200,0.0600,0.0000
1463444100,0.0650,0.0000
1463445000,0.0450,0.0000
1463445900,0.0550,0.0000
1463446800,0.0400,0.0000
1463447700,0.0550,0.0000
1463448600,0.0450,0.0000
1463449500,0.0600,0.0000
1463450400,0.0600,0.0000
1463451300,0.0700,0.0000
1463452200,0.0550,0.0000
1463453100,0.0700,0.0000
1463454000,0.0550,0.0000
1463454900,0.0500,0.0000
1463455800,0.0400,0.0000
1463456700,0.0550,0.0000
1463457600,0.0300,0.0000
1463458500,0.0250,0.0030
1463459400,0.0050,0.0370
1463460300,0.0150,0.0550
1463461200,0.0000,0.0900
1463462100,0.0900,0.1300
1463463000,0.0000,0.1800
1463463900,0.0000,0.2000
1463464800,0.0000,0.2250
1463465700,0.0000,0.3100
1463466600,0.0000,0.2900
1463467500,0.0000,0.3300
1463468400,0.0000,0.3850
1463469300,0.0000,0.4840
1463470200,0.0000,0.4660
1463471100,0.0000,0.5050
1463472000,0.0000,0.6050
1463472900,0.0000,0.4700
1463473800,0.0000,0.2650
1463474700,0.0000,0.4900
1463475600,0.0000,0.5450
1463476500,0.0000,0.6650
1463477400,0.0000,0.5250
1463478300,0.0000,0.6310
1463479200,0.0000,0.5380
1463480100,0.0000,0.9800
1463481000,0.0000,0.8110
1463481900,0.0200,0.4650
1463482800,0.0000,0.4500
1463483700,0.0000,0.6050
1463484600,0.0000,0.6700
1463485500,0.0000,0.8940
1463486400,0.0000,0.7610
1463487300,0.0000,0.7250
1463488200,0.0000,0.6850
1463489100,0.0000,1.0440
1463490000,0.0000,1.4610
1463490900,0.0000,1.4950
1463491800,0.0000,0.8050
1463492700,0.0000,0.4100
1463493600,0.0000,0.6450
1463494500,0.0000,1.5590
1463495400,0.0000,1.6850
1463496300,0.0300,0.5810
1463497200,0.0000,0.2900
1463498100,0.0000,0.4250
1463499000,0.0000,0.7900
1463499900,0.0000,0.6300
1463500800,0.0000,0.8500
1463501700,0.0000,0.8950
1463502600,0.0100,0.6450
1463503500,0.0000,0.6240
1463504400,0.0250,0.4610
1463505300,0.1200,0.1500
1463506200,0.1100,0.2050
1463507100,0.1400,0.1400
1463508000,0.1400,0.0500
1463508900,0.1550,0.0100
1463509800,0.1750,0.0000
1463510700,0.1900,0.0000
1463511600,0.1800,0.0000
1463512500,0.1900,0.0000
1463513400,0.1800,0.0000
1463514300,0.1900,0.0000
1463515200,0.1500,0.0000
1463516100,0.1700,0.0000
1463517000,0.1700,0.0000
1463517900,0.1800,0.0000
1463518800,0.1700,0.0000
1463519700,0.1750,0.0000
1463520600,0.1550,0.0000
1463521500,0.1750,0.0000
1463522400,0.1750,0.0000
1463523300,0.1700,0.0000
1463524200,0.1300,0.0000
1463525100,0.0800,0.0000
1463526000,0.1300,0.0000
1463526900,0.0800,0.0000
1463527800,0.0800,0.0000
1463528700,0.0800,0.0000
1463529600,0.0550,0.0000
1463530500,0.0400,0.0000
1463531400,0.0450,0.0000
1463532300,0.0400,0.0000
1463533200,0.0500,0.0000
1463534100,0.0500,0.0000
1463535000,0.0700,0.0000
1463535900,0.0550,0.0000
1463536800,0.0650,0.0000
1463537700,0.0550,0.0000
1463538600,0.0600,0.0000
1463539500,0.0350,0.0000
1463540400,0.0450,0.0000
1463541300,0.0400,0.0000
1463542200,0.0500,0.0000
1463543100,0.2550,0.0000
1463544000,0.4300,0.0000
1463544900,0.0350,0.0090
1463545800,0.0900,0.0260
1463546700,0.0000,0.0400
1463547600,0.0650,0.0500
1463548500,0.0250,0.0600
1463549400,0.0000,0.0710
1463550300,0.0000,0.0740
1463551200,0.0000,0.0950
1463552100,0.0000,0.1190
1463553000,0.0000,0.1810
1463553900,0.0000,0.2650
1463554800,0.0000,0.3640
1463555700,0.0000,0.4960
1463556600,0.0000,0.6000
1463557500,0.0000,0.7350
1463558400,0.0000,0.8750
1463559300,0.0000,0.9840
1463560200,0.0000,1.0560
1463561100,0.0000,1.1500
1463562000,0.0000,1.2540
1463562900,0.0800,1.3510
1463563800,0.0200,1.4750
1463564700,0.0000,1.5150
1463565600,0.0000,1.6000
1463566500,0.0000,1.6850
1463567400,0.0000,1.5190
1463568300,0.0000,1.7110
1463569200,0.0000,1.2650
1463570100,0.0000,0.8500
1463571000,0.0000,1.3850
1463571900,0.0000,1.4350
1463572800,0.0000,1.3350
1463573700,0.0000,1.1600
1463574600,0.0000,1.2200
1463575500,0.0000,1.2700
1463576400,0.0000,1.4340
1463577300,0.0000,1.1360
1463578200,0.0000,1.0090
1463579100,0.0000,1.1210
1463580000,0.0000,0.9250
1463580900,0.0000,0.7450
1463581800,0.0000,1.4190
1463582700,0.0000,1.3560
1463583600,0.0000,1.0450
1463584500,0.0000,1.1750
1463585400,0.0000,1.1380
1463586300,0.0000,0.6960
1463587200,0.0000,1.0510
1463588100,0.0000,0.7350
1463589000,0.0000,0.6450
1463589900,0.0300,0.3900
1463590800,0.1950,0.1650
1463591700,0.1000,0.1050
1463592600,0.1200,0.0500
1463593500,0.1300,0.0400
1463594400,0.1400,0.0300
1463595300,0.1500,0.0000
1463596200,0.1800,0.0000
1463597100,0.2150,0.0000
1463598000,0.2050,0.0000
1463598900,0.1750,0.0000
1463599800,0.1850,0.0000
1463600700,0.1750,0.0000
1463601600,0.1850,0.0000
1463602500,0.1750,0.0000
1463603400,0.1850,0.0000
1463604300,0.1700,0.0000
1463605200,0.1800,0.0000
1463606100,0.1800,0.0000
1463607000,0.1400,0.0000
1463607900,0.1600,0.0000
1463608800,0.1400,0.0000
1463609700,0.1500,0.0000
1463610600,0.0950,0.0000
1463611500,0.0600,0.0000
1463612400,0.0500,0.0000
1463613300,0.0600,0.0000
1463614200,0.0500,0.0000
1463615100,0.0600,0.0000
1463616000,0.0450,0.0000
1463616900,0.0700,0.0000
1463617800,0.0650,0.0000
1463618700,0.0750,0.0000
1463619600,0.0650,0.0000
1463620500,0.0750,0.0000
1463621400,0.0650,0.0000
1463622300,0.0550,0.0000
1463623200,0.0500,0.0000
1463624100,0.0590,0.0000
1463625000,0.0460,0.0000
1463625900,0.0550,0.0000
1463626800,0.0500,0.0000
1463627700,0.0550,0.0000
1463628600,0.0500,0.0000
1463629500,0.0700,0.0000
1463630400,0.0750,0.0000
1463631300,0.0650,0.0000
1463632200,0.1000,0.0000
1463633100,0.5800,0.0000
1463634000,0.4200,0.0100
1463634900,0.0550,0.0400
1463635800,0.0450,0.0300
1463636700,0.0300,0.0290
1463637600,0.0400,0.0210
1463638500,0.0400,0.0190
1463639400,0.0300,0.0400
1463640300,0.0000,0.0800
1463641200,0.0000,0.0960
1463642100,0.0000,0.1650
1463643000,0.0000,0.2650
1463643900,0.0000,0.3500
1463644800,0.0000,0.3350
1463645700,0.0000,0.2950
1463646600,0.0000,0.4180
1463647500,0.0500,0.3770
1463648400,0.0000,0.3150
1463649300,0.0300,0.2850
1463650200,0.0000,0.3950
1463651100,0.0100,0.4400
1463652000,0.0000,0.4300
1463652900,0.0000,0.3950
1463653800,0.0300,0.4450
1463654700,0.0000,0.5000
1463655600,0.0000,0.5640
1463656500,0.0000,0.7210
1463657400,0.0000,0.9250
1463658300,0.0000,0.5500
1463659200,0.0100,0.2400
1463660100,0.0200,0.1100
1463661000,0.0200,0.1650
1463661900,0.0000,0.3850
1463662800,0.0000,0.5050
1463663700,0.0000,0.5200
1463664600,0.0000,1.0450
1463665500,0.0000,1.3400
1463666400,0.0000,1.3450
1463667300,0.2300,0.4950
1463668200,0.2000,0.4950
1463669100,0.0000,0.6250
1463670000,0.0000,0.3150
1463670900,0.0100,0.2300
1463671800,0.0000,0.4800
1463672700,0.0000,0.5300
1463673600,0.0000,0.5750
1463674500,0.0000,0.8700
1463675400,0.0000,0.7100
1463676300,0.0200,0.4500
1463677200,0.1050,0.2950
1463678100,0.1000,0.1790
1463679000,0.1300,0.1300
1463679900,0.1400,0.1460
1463680800,0.1800,0.1350
1463681700,0.2000,0.0400
1463682600,0.2150,0.0090
1463683500,0.2200,0.0000
1463684400,0.2150,0.0000
1463685300,0.1800,0.0000
1463686200,0.1900,0.0000
1463687100,0.1750,0.0000
1463688000,0.1950,0.0000
1463688900,0.1900,0.0000
1463689800,0.2100,0.0000
1463690700,0.2050,0.0000
1463691600,0.2100,0.0000
1463692500,0.3250,0.0000
1463693400,0.5650,0.0000
1463694300,0.1950,0.0000
1463695200,0.1300,0.0000
1463696100,0.1100,0.0000
1463697000,0.1050,0.0000
1463697900,0.0700,0.0000
1463698800,0.0450,0.0000
1463699700,0.0400,0.0000
1463700600,0.0450,0.0000
1463701500,0.0400,0.0000
1463702400,0.0550,0.0000
1463703300,0.0600,0.0000
1463704200,0.0600,0.0000
1463705100,0.0600,0.0000
1463706000,0.0600,0.0000
1463706900,0.0600,0.0000
1463707800,0.0450,0.0000
1463708700,0.1550,0.0000
1463709600,0.0800,0.0000
1463710500,0.1100,0.0000
1463711400,0.0800,0.0000
1463712300,0.0600,0.0000
1463713200,0.0500,0.0000
1463714100,0.0650,0.0000
1463715000,0.0650,0.0000
1463715900,0.0700,0.0000
1463716800,0.0250,0.0000
1463717700,0.0100,0.0210
1463718600,0.0000,0.0300
1463719500,0.0000,0.0400
1463720400,0.0000,0.0450
1463721300,0.1000,0.0400
1463722200,0.0000,0.0450
1463723100,0.0000,0.0650
1463724000,0.0000,0.0700
1463724900,0.0000,0.0990
1463725800,0.0000,0.1660
1463726700,0.0000,0.2500
1463727600,0.0000,0.3600
1463728500,0.0000,0.4590
1463729400,0.0000,0.5960
1463730300,0.0000,0.7400
1463731200,0.0000,0.8800
1463732100,0.0000,0.9300
1463733000,0.0000,1.0750
1463733900,0.0000,1.1950
1463734800,0.0000,1.1350
1463735700,0.0000,1.1900
1463736600,0.0100,1.5750
1463737500,0.0300,1.0650
1463738400,0.0000,1.8000
1463739300,0.0000,1.6400
1463740200,0.0000,1.8350
1463741100,0.0000,1.8390
1463742000,0.0000,1.8260
1463742900,0.0000,1.6250
1463743800,0.0000,1.8750
1463744700,0.0000,1.8790
1463745600,0.0000,1.8860
1463746500,0.0000,1.6140
1463747400,0.0000,1.0960
1463748300,0.0000,1.3400
1463749200,0.0000,1.5690
1463750100,0.0000,1.7260
1463751000,0.0000,1.4200
1463751900,0.0000,1.6300
1463752800,0.0000,1.6950
1463753700,0.0000,1.6200
1463754600,0.0000,1.4350
1463755500,0.0000,1.4300
1463756400,0.0000,1.4000
1463757300,0.0000,1.2850
1463758200,0.0000,1.1550
1463759100,0.0000,1.0000
1463760000,0.0000,0.9600
1463760900,0.0000,0.8800
1463761800,0.0000,0.7550
1463762700,0.0000,0.6250
1463763600,0.0300,0.4200
1463764500,0.0700,0.3200
1463765400,0.0700,0.2150
1463766300,0.0950,0.1400
1463767200,0.3950,0.1050
1463768100,0.3250,0.0400
1463769000,0.1500,0.0000
1463769900,0.1500,0.0000
1463770800,0.1600,0.0000
1463771700,0.1500,0.0000
1463772600,0.1400,0.0000
1463773500,0.1600,0.0000
1463774400,0.1500,0.0000
1463775300,0.1500,0.0000
1463776200,0.1500,0.0000
1463777100,0.1500,0.0000
1463778000,0.1500,0.0000
1463778900,0.1250,0.0000
1463779800,0.0950,0.0000
1463780700,0.0800,0.0000
1463781600,0.0950,0.0000
1463782500,0.0800,0.0000
1463783400,0.0500,0.0000
1463784300,0.0500,0.0000
1463785200,0.0600,0.0000
1463786100,0.0550,0.0000
1463787000,0.0750,0.0000
1463787900,0.0650,0.0000
1463788800,0.0750,0.0000
1463789700,0.0600,0.0000
1463790600,0.0700,0.0000
1463791500,0.0450,0.0000
1463792400,0.0600,0.0000
1463793300,0.0450,0.0000
1463794200,0.0600,0.0000
1463795100,0.0450,0.0000
1463796000,0.0550,0.0000
1463796900,0.0500,0.0000
1463797800,0.0750,0.0000
1463798700,0.0650,0.0000
1463799600,0.0750,0.0000
1463800500,0.0650,0.0000
1463801400,0.0700,0.0000
1463802300,0.0450,0.0000
1463803200,0.0150,0.0050
1463804100,0.0100,0.0140
1463805000,0.0000,0.0310
1463805900,0.0000,0.0440
1463806800,0.0000,0.0660
1463807700,0.0600,0.0750
1463808600,0.0000,0.0740
1463809500,0.0000,0.0770
1463810400,0.0000,0.0890
1463811300,0.0000,0.1300
1463812200,0.0000,0.1950
1463813100,0.0000,0.3050
1463814000,0.0000,0.4200
1463814900,0.0000,0.4800
1463815800,0.0000,0.4600
1463816700,0.0000,0.6300
1463817600,0.0000,0.8500
1463818500,0.0000,0.9200
1463819400,0.0000,1.0600
1463820300,0.0000,1.1450
1463821200,0.0000,1.2550
1463822100,0.0000,1.3400
1463823000,0.0000,1.4100
1463823900,0.0000,1.4850
1463824800,0.0000,1.5650
1463825700,0.0000,1.6200
1463826600,0.0000,1.6640
1463827500,0.0000,1.7010
1463828400,0.0000,1.7190
1463829300,0.0000,1.7410
1463830200,0.0000,1.7650
1463831100,0.0000,1.7390
1463832000,0.0000,1.7500
1463832900,0.0000,1.7660
1463833800,0.0000,1.7250
1463834700,0.0000,1.7550
1463835600,0.0000,1.6700
1463836500,0.0000,1.5450
1463837400,0.0000,1.5950
1463838300,0.0000,1.4700
1463839200,0.0000,1.4650
1463840100,0.0000,1.4040
1463841000,0.0000,1.2760
1463841900,0.0000,1.2750
1463842800,0.0000,1.1300
1463843700,0.0000,1.2100
1463844600,0.0100,0.8790
1463845500,0.0000,0.7410
1463846400,0.0000,0.9600
1463847300,0.0700,0.7300
1463848200,0.3100,0.4400
1463849100,0.0700,0.4240
1463850000,0.0100,0.4310
1463850900,0.0100,0.4150
1463851800,0.0450,0.3450
1463852700,0.0950,0.2000
1463853600,0.1150,0.1150
1463854500,0.0950,0.0300
1463855400,0.0700,0.0000
1463856300,0.0950,0.0000
1463857200,0.0850,0.0000
1463858100,0.1650,0.0000
1463859000,0.1500,0.0000
1463859900,0.1500,0.0000
1463860800,0.1350,0.0000
1463861700,0.1450,0.0000
1463862600,0.1400,0.0000
1463863500,0.1500,0.0000
1463864400,0.1350,0.0000
1463865300,0.1450,0.0000
1463866200,0.1600,0.0000
1463867100,0.1600,0.0000
1463868000,0.1600,0.0000
1463868900,0.1600,0.0000
1463869800,0.1700,0.0000
1463870700,0.1500,0.0000
1463871600,0.1500,0.0000
1463872500,0.1300,0.0000
1463873400,0.1150,0.0000
1463874300,0.0500,0.0000
1463875200,0.0600,0.0000
1463876100,0.0450,0.0000
1463877000,0.0600,0.0000
1463877900,0.0650,0.0000
1463878800,0.0750,0.0000
1463879700,0.0600,0.0000
1463880600,0.0750,0.0000
1463881500,0.0600,0.0000
1463882400,0.0650,0.0000
1463883300,0.0700,0.0000
1463884200,0.0800,0.0000
1463885100,0.0700,0.0000
1463886000,0.0700,0.0000
1463886900,0.0750,0.0000
