,number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_pruned,user_attrs_training_time,state
10,10,0.24385903679377427,2025-01-29 22:49:41.851793,2025-01-29 22:57:09.533217,0 days 00:07:27.681424,0.5712569971218806,7.172632950326236e-05,0.07816841443388212,8,0.0010108360563192008,0.9650349780457065,0.12558307332780394,0.7798700334213012,,446.8239688873291,COMPLETE
11,11,0.240604158400621,2025-01-29 22:57:09.533830,2025-01-29 23:08:44.971892,0 days 00:11:35.438062,0.8840096529796551,1.2334837749486478e-07,0.019559282005933026,9,0.0013596123382166477,0.011792644413798502,0.33014035347448517,0.9278941776399963,,694.4445538520813,COMPLETE
12,12,0.23862932245487165,2025-01-29 23:08:44.972300,2025-01-29 23:26:56.420353,0 days 00:18:11.448053,0.9760527463877592,3.664800701692372e-08,0.015015217483971895,10,0.008335438110366366,0.047162329792514245,0.0028436666749821664,0.9737467472660213,,1089.793776512146,COMPLETE
13,13,0.2413982425022432,2025-01-29 23:26:56.421530,2025-01-29 23:46:22.963111,0 days 00:19:26.541581,0.8722392609667946,1.1298148222968319e-07,0.009150767590096498,10,0.03765049714821671,0.44328366609061925,6.1591021068616e-06,0.7814816297931142,,1165.277096271515,COMPLETE
14,14,0.2455801375487531,2025-01-29 23:46:22.963501,2025-01-30 00:04:42.772713,0 days 00:18:19.809212,0.6006995644368849,1.899922670880054e-07,0.00621490191656703,10,0.16974201903788957,0.0010013875404237115,0.18249153285875505,0.7443196262811376,,1098.4605731964111,COMPLETE
15,15,0.24523994835685192,2025-01-30 00:04:42.773122,2025-01-30 00:12:33.462981,0 days 00:07:50.689859,0.5814790174340179,1.4857327439557831e-07,0.014392381861271,8,0.001427108725290322,1.9426998305779758e-05,0.0035601642392807816,0.8075449033551991,,469.847044467926,COMPLETE
16,16,0.25432446884805343,2025-01-30 00:12:33.464095,2025-01-30 00:22:44.367295,0 days 00:10:10.903200,0.9935193204821746,5.849189999170808e-08,0.0057567171218356715,8,0.12316193001021314,2.1942698443862222e-05,0.03916749974334208,0.8881496597184839,,610.0595557689667,COMPLETE
17,17,0.23851406367788086,2025-01-30 00:22:44.368138,2025-01-30 00:41:52.193099,0 days 00:19:07.824961,0.9372257190492203,2.4516322928478044e-07,0.013990223172882597,10,0.1499953838865552,0.0005141354100701205,1.0896312940382376e-07,0.969321403601706,,1146.0617325305939,COMPLETE
18,18,0.2444761304418248,2025-01-30 00:41:52.193493,2025-01-30 00:50:27.868598,0 days 00:08:35.675105,0.9794494229931855,8.726005447070076e-05,0.01869187534234433,8,0.3646957876405103,1.1157128881132795e-05,3.210411643331337e-06,0.8616087891413364,,514.8273396492004,COMPLETE
19,19,0.24074214605963581,2025-01-30 00:50:27.869697,2025-01-30 01:02:50.731535,0 days 00:12:22.861838,0.9167144339892804,3.088387534563541e-08,0.01795101004537709,9,0.17762959064809436,1.6301628595384077e-06,2.5737513349824603e-08,0.907650301219963,,741.8420221805573,COMPLETE
20,20,0.2629270061317897,2025-01-30 01:02:50.732483,2025-01-30 01:23:38.718889,0 days 00:20:47.986406,0.7776067290236607,1.149997382458894e-08,0.0038656183948168198,10,3.319370163189219,0.0013930207356241146,2.8405143214043137e-06,0.992773652482926,,1246.5968568325043,COMPLETE
21,21,0.2416485638704958,2025-01-30 01:23:38.719287,2025-01-30 01:34:59.563232,0 days 00:11:20.843945,0.9612151579599756,4.1610658561541536e-08,0.07291138571213097,9,0.06889066362999903,0.06984703645597004,0.0026017211734948946,0.9256994230109573,,679.8669650554657,COMPLETE
22,22,0.23939753469198677,2025-01-30 01:34:59.564086,2025-01-30 01:52:12.167022,0 days 00:17:12.602936,0.9999866493947105,2.9703571722622935e-06,0.06342094156093847,10,0.1550249773066013,0.0007158452557090274,5.44144176029311e-08,0.9470890852663433,,1031.3544433116913,COMPLETE
23,23,0.23946245317230586,2025-01-30 01:52:12.167457,2025-01-30 02:02:20.274296,0 days 00:10:08.106839,0.6389019803842373,4.066567347443253e-08,0.04466268324554443,9,0.0039301028956077915,0.03590863703562059,0.33136173343509867,0.9276712640715498,,607.1457333564758,COMPLETE
24,24,0.24067931663251343,2025-01-30 02:02:20.275176,2025-01-30 02:13:11.065836,0 days 00:10:50.790660,0.7500607923510744,3.262180236419146e-07,0.04843087115886157,9,0.00435272298995941,6.55720242504658e-06,0.0028872353422607377,0.7685082371584148,,649.8009555339813,COMPLETE
25,25,0.24013118720471197,2025-01-30 02:13:11.066709,2025-01-30 02:25:01.383456,0 days 00:11:50.316747,0.9853795480323886,1.6919075919701393e-07,0.02534693269444614,9,0.00138781951863717,0.02921340566677502,1.361917713067524e-06,0.934497858831084,,709.3337681293488,COMPLETE
26,26,0.3244177212105568,2025-01-30 02:25:01.384396,2025-01-30 02:40:52.224047,0 days 00:15:50.839651,0.999461308111263,2.8432011698308685e-05,0.002331592660566494,9,0.09091897419266708,0.029418904134029734,0.004002304210995991,0.9724004663360428,,949.7739474773407,COMPLETE
27,27,0.2424444337549915,2025-01-30 02:40:52.224822,2025-01-30 02:55:26.117192,0 days 00:14:33.892370,0.6322235825910436,1.7466069900353903e-07,0.09578077386061205,10,0.0016704211190284666,9.501805176228083e-05,0.0060764886541605865,0.9307341538649253,,872.6557083129883,COMPLETE
28,28,0.5044919357160239,2025-01-30 02:55:26.117626,2025-01-30 03:03:04.373238,0 days 00:07:38.255612,0.9653969154541763,9.694401788954016e-08,0.0011000237731115376,7,0.0018769671522736293,0.14235205595218234,0.0005881492947410941,0.9168604215586449,,457.54130005836487,COMPLETE
29,29,0.24086181706598922,2025-01-30 03:03:04.374413,2025-01-30 03:14:02.971265,0 days 00:10:58.596852,0.7398421345934179,1.0589315718821098e-08,0.022713423422474142,9,0.0019894959637369275,0.005592408220415204,0.002578919881092814,0.7433308243278105,,657.5971777439117,COMPLETE
30,30,0.26283662235506783,2025-01-30 03:14:02.972185,2025-01-30 03:28:32.513004,0 days 00:14:29.540819,0.785811816669254,1.203328940357063e-07,0.004095855346860746,9,0.0568926940160928,0.0019248086797657438,1.1901379584682457e-07,0.9773116626746685,,868.4683120250702,COMPLETE
31,31,0.24082458330386639,2025-01-30 03:28:32.513792,2025-01-30 03:39:51.490293,0 days 00:11:18.976501,0.9055850823708661,1.5098986268190862e-07,0.06175759326929453,9,0.056240227791447904,0.0029639698139284337,4.696990054117746e-08,0.9125711380768431,,677.9575748443604,COMPLETE
32,32,0.23983526948027092,2025-01-30 03:39:51.491168,2025-01-30 03:51:21.542970,0 days 00:11:30.051802,0.9639295049933645,9.431638313882527e-05,0.03265232224467359,9,0.14005046777874341,0.06734165985507873,4.824113414724697e-06,0.8771898820188841,,689.0640580654144,COMPLETE
33,33,0.23922035037736764,2025-01-30 03:51:21.543899,2025-01-30 04:09:32.248177,0 days 00:18:10.704278,0.980136128831601,0.001515129043499018,0.01627480328439212,10,0.02767343181593123,0.00028860669621174007,1.4344219896451724e-08,0.7485028144228417,,1089.426959991455,COMPLETE
34,34,0.24826355303569803,2025-01-30 04:09:32.248615,2025-01-30 04:31:43.597190,0 days 00:22:11.348575,0.9757787131432416,0.001769091623921837,0.005709300188472989,10,0.009061120424630392,1.8132868081540463e-05,1.918255686903189e-07,0.6916379165005792,,1329.431425333023,COMPLETE
35,35,0.272250148375872,2025-01-30 04:31:43.597623,2025-01-30 04:46:26.872880,0 days 00:14:43.275257,0.9035497245014021,0.0034825476363703786,0.0035739957308688407,9,1.0325264237920384,0.0002103973307155823,1.1675220357317654e-08,0.7392646828897543,,882.2148122787476,COMPLETE
36,36,0.2530949356808447,2025-01-30 04:46:26.873830,2025-01-30 05:08:43.438661,0 days 00:22:16.564831,0.9004665898045102,0.008806471150949203,0.004698196570027368,10,0.010506791258262236,0.001828395151796615,6.050186541505531e-08,0.8478369696364635,,1334.558776140213,COMPLETE
37,37,0.24397374975927058,2025-01-30 05:08:43.439112,2025-01-30 05:20:40.820632,0 days 00:11:57.381520,0.7893574722720051,0.0002504255785993353,0.011392251075095857,9,0.02906540546804789,0.05129444251602015,1.258725903283003e-08,0.6486798477712006,,716.1224226951599,COMPLETE
38,38,0.24349295737055274,2025-01-30 05:20:40.821574,2025-01-30 05:31:53.551134,0 days 00:11:12.729560,0.8959121143479543,0.003541949174117934,0.055699272270549,9,0.15357534452214516,2.606418841533672e-07,1.813600606807815e-08,0.6710679266894772,,671.5137672424316,COMPLETE
39,39,0.2376060699832012,2025-01-30 05:31:53.552010,2025-01-30 05:48:21.668768,0 days 00:16:28.116758,0.9479474097707179,5.009772992132596e-08,0.03565139039084384,10,0.007285321468832716,0.026571413137795957,0.001146937587591099,0.9465143594328548,,986.5319740772247,COMPLETE
40,40,0.24263576135993695,2025-01-30 05:48:21.669226,2025-01-30 06:09:21.646816,0 days 00:20:59.977590,0.9231748322446569,2.478618830952936e-05,0.007892038560297758,10,0.0017883506307182406,0.17974835078857881,0.0003817057479401917,0.9816577964795904,,1258.66689991951,COMPLETE
41,41,0.24138613756867586,2025-01-30 06:09:21.647267,2025-01-30 06:20:43.890837,0 days 00:11:22.243570,0.9704437797588911,0.0059405946794577474,0.0628184626939583,9,0.018043265490249486,0.00698911629279598,2.257567398799843e-08,0.8548643311864593,,681.0470688343048,COMPLETE
42,42,0.2384492569260163,2025-01-30 06:20:43.891733,2025-01-30 06:38:25.068162,0 days 00:17:41.176429,0.9874769177141287,1.1712362936488747e-08,0.026947992971783467,10,0.008761095146042664,0.0006896632478845446,1.0704569711366819e-05,0.7847920837532798,,1059.5246193408966,COMPLETE
43,43,0.23700445108505433,2025-01-30 06:38:25.068608,2025-01-30 06:54:55.980554,0 days 00:16:30.911946,0.8301849088549654,4.706496063697951e-08,0.02250684589449065,10,0.011212007362140763,0.00999456419360293,0.0003516314911034484,0.957254856552707,,989.251796245575,COMPLETE
44,44,0.26175969750498057,2025-01-30 06:54:55.981000,2025-01-30 07:10:22.157817,0 days 00:15:26.176817,0.9882330498877359,1.0482041222912533e-08,0.004196292671427898,9,0.009233296899145427,2.266048472393153e-05,2.0988966862582654e-06,0.8402280819436926,,924.7961885929108,COMPLETE
45,45,0.23782257785771357,2025-01-30 07:10:22.158641,2025-01-30 07:26:02.101522,0 days 00:15:39.942881,0.8352360902084928,1.505079493708297e-08,0.041460250514601615,10,0.00889982232959431,0.010894113988905413,0.00024111992314231732,0.9856090741494639,,938.295556306839,COMPLETE
46,46,0.24234222994356633,2025-01-30 07:26:02.102005,2025-01-30 07:38:05.986182,0 days 00:12:03.884177,0.9369536926721826,1.4734185860202446e-08,0.016663887990074556,9,0.012124646533877952,0.005419866991725769,8.050416235094564e-06,0.7068626331524447,,722.6035902500153,COMPLETE
47,47,0.2399122961236403,2025-01-30 07:38:05.987142,2025-01-30 07:48:49.124277,0 days 00:10:43.137135,0.7123128477120149,9.487048289886745e-08,0.02540947318484459,9,0.09957297599999831,0.07842223632681382,0.00010410212416213838,0.9979868404413561,,641.8861947059631,COMPLETE
48,48,0.2376050903027643,2025-01-30 07:48:49.125217,2025-01-30 08:05:31.576556,0 days 00:16:42.451339,0.7771421584708489,7.256820097399203e-08,0.042638356209176595,10,0.002439648386662876,0.7885487913944806,0.000345821932390847,0.8816651740945165,,1000.8288221359253,COMPLETE
49,49,0.2376540794885981,2025-01-30 08:05:31.577024,2025-01-30 08:22:41.992190,0 days 00:17:10.415166,0.9339571427462308,1.2025681649593485e-08,0.040326738625209926,10,0.01786674959920356,6.861334818161808e-06,0.0005163061259880615,0.9703086959478023,,1028.7622632980347,COMPLETE
50,50,0.23718202930073207,2025-01-30 08:22:41.992661,2025-01-30 08:39:47.460418,0 days 00:17:05.467757,0.8086073477943545,4.0499926918578454e-08,0.0200261933281169,10,0.02614444804875915,0.00046529709852557804,0.00021437766319502748,0.9577633507561816,,1023.7330095767975,COMPLETE
51,51,0.23967648216503878,2025-01-30 08:39:47.460885,2025-01-30 08:51:41.796109,0 days 00:11:54.335224,0.9373671774862097,8.914746453947851e-08,0.02968308306099818,9,0.004901113256405421,2.5430845210889168e-06,0.0012565013113854386,0.924079057513902,,713.0542712211609,COMPLETE
52,52,0.2394700227625036,2025-01-30 08:51:41.797070,2025-01-30 09:10:46.985122,0 days 00:19:05.188052,0.7921893407414121,3.2147512683206867e-07,0.010313380482749566,10,0.03180810122242088,0.0009493182662466434,0.0014910727814762652,0.9210224622621299,,1143.3542530536652,COMPLETE
53,53,0.2386970214387092,2025-01-30 09:10:46.985784,2025-01-30 09:27:16.584306,0 days 00:16:29.598522,0.7404919569068028,5.446299661471051e-08,0.06364591796126959,10,0.0013227853239384277,0.5832969923320842,2.4271850026926405e-05,0.8809217625375797,,988.4116218090057,COMPLETE
54,54,0.23940799298239288,2025-01-30 09:27:16.584796,2025-01-30 09:38:26.890092,0 days 00:11:10.305296,0.7921950595680389,1.707907460465496e-08,0.03872215798811207,9,0.009191595449139695,9.481553949499966e-05,3.484661033276844e-05,0.953292131457176,,669.036783695221,COMPLETE
55,55,0.23863605330551277,2025-01-30 09:38:26.891057,2025-01-30 09:56:38.229827,0 days 00:18:11.338770,0.8819298320611723,3.899779181107633e-08,0.015638697813953994,10,0.0063978010188937996,0.0014931120757555518,0.00018368921197618333,0.9968749076594422,,1089.566890001297,COMPLETE
56,56,0.23848562658549657,2025-01-30 09:56:38.230266,2025-01-30 10:13:41.068496,0 days 00:17:02.838230,0.9793635594487108,6.464281813856777e-08,0.0566728254923522,10,0.08640880557896209,7.762680277135575e-07,0.008064740196405554,0.9444274424746396,,1021.2122280597687,COMPLETE
57,57,0.24100308097389755,2025-01-30 10:13:41.069014,2025-01-30 10:32:39.873198,0 days 00:18:58.804184,0.7840785973708319,1.5303277271943236e-06,0.00948844620434196,10,0.06333936461846489,0.7459302337345921,0.04836810713695381,0.7868671403677573,,1137.0686202049255,COMPLETE
58,58,0.23780973514651185,2025-01-30 10:32:39.873675,2025-01-30 10:49:07.061702,0 days 00:16:27.188027,0.892112761587839,8.212453462372567e-07,0.04291646876090735,10,0.0010984012679445072,0.2673428377035904,0.003994497326867654,0.837258555007945,,985.6593592166901,COMPLETE
59,59,0.2407694244926001,2025-01-30 10:49:07.062238,2025-01-30 11:07:39.414977,0 days 00:18:32.352739,0.8663111810739924,0.0005051351617296871,0.010005045727603232,10,0.0011284609228048212,0.0073748782432159436,0.3021597091984905,0.7844274615809721,,1110.6628246307373,COMPLETE
60,60,0.24236767125386113,2025-01-30 11:07:39.415462,2025-01-30 11:18:01.445785,0 days 00:10:22.030323,0.7881689385844034,3.4050661680170045e-06,0.06332539957057143,9,0.0010939947298300868,0.0797578074402317,0.0004498264186159841,0.7531957886518734,,621.0400907993317,COMPLETE
61,61,0.23971359003479753,2025-01-30 11:18:01.446783,2025-01-30 11:34:41.589456,0 days 00:16:40.142673,0.96565794911783,1.062903680966985e-07,0.056816528103889756,10,0.003966899649050706,0.008264865153400506,0.002015626331776709,0.8223633790828128,,998.5621457099915,COMPLETE
62,62,0.23912954747187712,2025-01-30 11:34:41.589965,2025-01-30 11:45:49.187300,0 days 00:11:07.597335,0.820174395504655,6.477483233070686e-07,0.04471539920638027,9,0.002914523555012546,0.539652294029859,0.0076517389665314425,0.9295135808983837,,666.3662428855896,COMPLETE
63,63,0.2404458978080742,2025-01-30 11:45:49.188307,2025-01-30 11:56:50.297435,0 days 00:11:01.109128,0.9012300004855307,1.2860267033689947e-06,0.029268294493531185,9,0.0011089794190856294,0.21510265998577308,0.07039100278229778,0.780569682056631,,659.9189307689667,COMPLETE
64,64,0.2373469687198785,2025-01-30 11:56:50.298443,2025-01-30 12:13:08.966852,0 days 00:16:18.668409,0.8847267184049635,4.125480636314932e-07,0.025019200333262416,10,0.051251361277313105,0.05685581932537324,7.434759705410651e-05,0.9530462220442869,,977.1161937713623,COMPLETE
65,65,0.24142394836371714,2025-01-30 12:13:08.967343,2025-01-30 12:28:43.294364,0 days 00:15:34.327021,0.8403990356452172,3.978181555418223e-05,0.08388584626341403,10,0.0170482488505892,0.03354862868608578,0.00014995219421243708,0.9089063232804423,,932.7416887283325,COMPLETE
66,66,0.23772614079026363,2025-01-30 12:28:43.294882,2025-01-30 12:47:09.216771,0 days 00:18:25.921889,0.900377439897125,7.219595347774548e-08,0.02043611266483191,10,0.06652493006376191,4.0602222107537964e-05,0.00019325907037590501,0.9805578400688246,,1104.1745314598083,COMPLETE
67,67,0.2444013979258426,2025-01-30 12:47:09.217273,2025-01-30 12:55:26.097677,0 days 00:08:16.880404,0.8938950946550297,6.691436736282734e-08,0.017267823681541523,8,1.8468224906384525,0.00019256241591781247,3.310715849568327e-05,0.9152729566220033,,496.0221498012543,COMPLETE
68,68,0.23740109318050862,2025-01-30 12:55:26.100666,2025-01-30 13:12:39.444026,0 days 00:17:13.343360,0.877936047624488,1.6570625762057778e-08,0.028820971091384748,10,0.11041904326607213,3.7304449921940315e-05,6.40235877261275e-05,0.8776301970548076,,1031.6315314769745,COMPLETE
69,69,0.24167496658499207,2025-01-30 13:12:39.444516,2025-01-30 13:25:15.218546,0 days 00:12:35.774030,0.9520307577030779,1.298597058567396e-07,0.01583734044491496,9,0.7037531233442305,7.89419786871903e-08,2.4525567009595932e-05,0.797497784943413,,754.4692170619965,COMPLETE
70,70,0.2376837504199266,2025-01-30 13:25:15.219516,2025-01-30 13:42:46.401791,0 days 00:17:31.182275,0.9168236475969174,7.219907170876151e-07,0.025419041006542863,10,0.2095697085231344,0.00010755714228856823,1.0522724220948869e-05,0.8309912246363437,,1049.4952037334442,COMPLETE
71,71,0.24821063612451247,2025-01-30 13:42:46.402273,2025-01-30 13:56:20.936768,0 days 00:13:34.534495,0.7966104961586765,5.957920205801651e-08,0.006726998234837321,9,0.4911923167114699,0.0009969320222764848,3.0991067653019097e-07,0.6669475229122332,,813.2011954784393,COMPLETE
72,72,0.23778011346802375,2025-01-30 13:56:20.937756,2025-01-30 14:13:23.048711,0 days 00:17:02.110955,0.7983456224258305,4.0840856332019575e-06,0.015573577124814792,10,0.06525928547982734,0.41874504064851675,3.183659959414721e-06,0.9554883222059554,,1020.5174310207367,COMPLETE
73,73,0.24262399121589487,2025-01-30 14:13:23.049219,2025-01-30 14:26:05.578628,0 days 00:12:42.529409,0.8038565899454181,6.165408917495151e-05,0.011179720042120011,9,0.050785691016463554,1.0299384263010998e-06,0.0002711125977836638,0.8563989022178379,,761.4733934402466,COMPLETE
74,74,0.24059259551626452,2025-01-30 14:26:05.579630,2025-01-30 14:43:27.555375,0 days 00:17:21.975745,0.9840043426244176,1.0495242013922793e-07,0.06303169206446736,10,0.8583499698963045,0.00037006042402136795,9.14968739552224e-05,0.8145755981330479,,1040.2799746990204,COMPLETE
75,75,0.2439372072142406,2025-01-30 14:43:27.555865,2025-01-30 14:56:15.853690,0 days 00:12:48.297825,0.6740660401994177,2.2337761357601132e-08,0.008754250364277497,9,0.09462550249843206,1.733742729097007e-06,0.00013503247233007028,0.906860503693599,,766.9417631626129,COMPLETE
76,76,0.24076905298736828,2025-01-30 14:56:15.854704,2025-01-30 15:15:34.012199,0 days 00:19:18.157495,0.8666807715346846,4.365934329845188e-06,0.0102939399660286,10,0.05268766798198252,0.00011103379705043648,1.678428066422978e-05,0.7311810984145243,,1156.3428089618683,COMPLETE
77,77,0.2588648914668683,2025-01-30 15:15:34.012647,2025-01-30 15:18:31.029028,0 days 00:02:57.016381,0.79735245722188,2.9186591332931293e-08,0.07137310890225927,4,0.004490756978135524,2.659854269245559e-08,1.1624345116222044e-06,0.6638141345214809,,176.42853498458862,COMPLETE
78,78,0.2750931475530988,2025-01-30 15:18:31.029827,2025-01-30 15:22:55.797802,0 days 00:04:24.767975,0.6632224484158157,0.053367407431352,0.0047743617561440636,5,0.006923073648965532,0.0628698401082241,0.0006798384514697808,0.6347035585383679,,264.2067141532898,COMPLETE
79,79,0.24306411518900006,2025-01-30 15:22:55.798761,2025-01-30 15:33:59.465581,0 days 00:11:03.666820,0.7988246857757632,2.9447351715358366e-06,0.08479847656590032,9,0.03946060894570868,3.378356597708401e-06,1.1460220197412022e-06,0.9027690471270342,,662.4001250267029,COMPLETE
80,80,0.6245453235262243,2025-01-30 15:33:59.466558,2025-01-30 15:37:45.221067,0 days 00:03:45.754509,0.8451087379902255,0.9482764508261761,0.0007487296990832747,4,0.001786879445834504,9.529172769572562e-06,1.2622740858880805e-06,0.5112127142218795,,225.18112325668335,COMPLETE
81,81,0.24704119698854146,2025-01-30 15:37:45.221893,2025-01-30 15:47:00.921169,0 days 00:09:15.699276,0.9156016161768477,8.389566783138867e-08,0.010656140215878327,8,0.14812310277651058,6.521832441374595e-06,2.19711120371779e-05,0.9926813936854849,,554.6693353652954,COMPLETE
82,82,0.23760619673200992,2025-01-30 15:47:00.924970,2025-01-30 16:05:06.268783,0 days 00:18:05.343813,0.818154112814033,1.1026587595105198e-08,0.018306643540489363,10,0.1312940058325677,9.294416876046938e-06,6.403019540226461e-05,0.9790216294818803,,1084.0304617881775,COMPLETE
83,83,0.2376899467494656,2025-01-30 16:05:06.269312,2025-01-30 16:22:02.909797,0 days 00:16:56.640485,0.8549049395698001,8.765690751781915e-08,0.027589200859126677,10,0.32210071156479336,5.3849082322538284e-05,0.00028271162989945307,0.8059216538872849,,1014.935891866684,COMPLETE
84,84,0.23706628016104977,2025-01-30 16:22:02.910287,2025-01-30 16:38:16.197850,0 days 00:16:13.287563,0.7669971567185989,2.2751637644131175e-08,0.03253581053832231,10,0.15317875777196083,4.4034755052572675e-06,8.095827537844575e-05,0.9798592201740605,,971.5667541027069,COMPLETE
85,85,0.23691136019329942,2025-01-30 16:38:16.198388,2025-01-30 16:53:15.024787,0 days 00:14:58.826399,0.751719868799444,2.3555521266633575e-07,0.030614219317614582,10,1.0415811076688046,4.7204919096183394e-05,0.0016140113304663934,0.9809779112156634,,897.275074005127,COMPLETE
86,86,0.2375911794239276,2025-01-30 16:53:15.025305,2025-01-30 17:08:43.311887,0 days 00:15:28.286582,0.7194471159193855,2.3147212655554608e-08,0.051520088539094094,10,0.07247998913905587,5.684292943969983e-05,0.0011804708591353305,0.941501386581424,,926.6145548820496,COMPLETE
87,87,0.23934455314118167,2025-01-30 17:08:43.312447,2025-01-30 17:18:09.525803,0 days 00:09:26.213356,0.705289764829673,1.610612185066517e-06,0.03517554362916163,9,4.753634471987604,0.00027460707459671336,0.0002015791140601694,0.9467678919063172,,565.2470889091492,COMPLETE
88,88,0.23704181721479567,2025-01-30 17:18:09.526872,2025-01-30 17:33:56.843169,0 days 00:15:47.316297,0.7198152491401598,7.658583121198186e-08,0.0360438573494355,10,0.09268761051664379,2.217259642825977e-05,0.0005292422343120492,0.870022128747431,,945.6544885635376,COMPLETE
89,89,0.23812006927336019,2025-01-30 17:33:56.843669,2025-01-30 17:48:34.907008,0 days 00:14:38.063339,0.6890787342549183,8.722227892258493e-08,0.05709557248721846,10,0.2596690855223892,0.0001191559174985438,0.08943730253032059,0.9179200495725482,,876.4426555633545,COMPLETE
90,90,0.2452108362703831,2025-01-30 17:48:34.907576,2025-01-30 17:54:44.804596,0 days 00:06:09.897020,0.8051260399111412,3.796825094954792e-08,0.09457736132752277,9,0.09231736893011096,2.0286790907025122e-07,0.0005441171113304052,0.8334605847064362,,369.17033195495605,COMPLETE
91,91,0.24017779779044332,2025-01-30 17:54:44.807815,2025-01-30 18:05:07.173102,0 days 00:10:22.365287,0.6518015326153641,1.4037543146733803e-07,0.05782147647722541,9,0.050050162530124495,9.212657686958038e-07,0.00011181702660448926,0.9728371794349582,,621.3431940078735,COMPLETE
92,92,0.24282781990582017,2025-01-30 18:05:07.174104,2025-01-30 18:12:34.816307,0 days 00:07:27.642203,0.7267004569121087,8.333112086643882e-08,0.056492542621013095,8,0.4904081397683419,3.9345392967224126e-05,0.0003516489802524004,0.9286808318434346,,446.794748544693,COMPLETE
93,93,0.2390261968477924,2025-01-30 18:12:34.819976,2025-01-30 18:27:07.141456,0 days 00:14:32.321480,0.7463442599192621,6.325053076090757e-07,0.0668596493646875,10,1.0354945751612665,1.9066655008783354e-06,0.000713048325362984,0.9334813260822159,,870.7395761013031,COMPLETE
94,94,0.2370633262942695,2025-01-30 18:27:07.141964,2025-01-30 18:43:33.298461,0 days 00:16:26.156497,0.7660359905452724,1.7662864428515074e-08,0.020808318155639015,10,0.10826130438814706,0.00022665028828268126,0.012158603781568737,0.9194149771809177,,984.443571805954,COMPLETE
