,number,value,datetime_start,datetime_complete,duration,params_hidden_dim,params_learning_rate,user_attrs_pruned,user_attrs_training_time,state
12,12,0.31557133848886487,2025-02-04 19:05:24.637980,2025-02-04 19:06:38.626957,0 days 00:01:13.988977,,0.00010905429103718276,,73.94436883926392,COMPLETE
13,13,0.3144643478921825,2025-02-04 19:06:38.627189,2025-02-04 19:09:07.866105,0 days 00:02:29.238916,64.0,0.00017710439355748286,,149.18862295150757,COMPLETE
14,14,0.32062202899927356,2025-02-04 19:09:07.866328,2025-02-04 19:10:40.240701,0 days 00:01:32.374373,256.0,0.0009962194443632149,,92.32368779182434,COMPLETE
15,15,0.3142444721125152,2025-02-04 19:10:40.240929,2025-02-04 19:11:55.772252,0 days 00:01:15.531323,128.0,0.00010092532384557128,,75.48069548606873,COMPLETE
16,16,0.3151011005367503,2025-02-04 19:11:55.772483,2025-02-04 19:13:49.773619,0 days 00:01:54.001136,64.0,0.00010276402145194048,,113.95052027702332,COMPLETE
17,17,0.31460270702608917,2025-02-04 19:13:49.773846,2025-02-04 19:15:18.947615,0 days 00:01:29.173769,256.0,0.0002602909091006728,,89.12330532073975,COMPLETE
18,18,0.3189434247476106,2025-02-04 19:15:18.947833,2025-02-04 19:17:25.737431,0 days 00:02:06.789598,1024.0,0.0004868454383838429,,126.73898696899414,COMPLETE
19,19,0.3143281128579842,2025-02-04 19:17:25.737654,2025-02-04 19:20:08.837149,0 days 00:02:43.099495,64.0,0.00026034367303305427,,163.0516369342804,COMPLETE
20,20,0.31554656994618346,2025-02-04 19:20:08.837368,2025-02-04 19:22:51.444290,0 days 00:02:42.606922,128.0,0.00019131582152324462,,162.55926251411438,COMPLETE
21,21,0.31495169411746754,2025-02-04 19:22:51.444521,2025-02-04 19:24:09.860426,0 days 00:01:18.415905,128.0,0.00010036777485587575,,78.36814403533936,COMPLETE
22,22,0.3146272971082295,2025-02-04 19:24:09.860653,2025-02-04 19:25:24.058055,0 days 00:01:14.197402,512.0,0.00010084258104284407,,74.14949584007263,COMPLETE
23,23,0.31431940740149833,2025-02-04 19:25:24.058272,2025-02-04 19:28:12.059576,0 days 00:02:48.001304,128.0,0.0001007711873014267,,167.9537239074707,COMPLETE
24,24,0.31474563435005765,2025-02-04 19:28:12.059804,2025-02-04 19:30:12.382448,0 days 00:02:00.322644,128.0,0.00017207984579579818,,120.27496314048767,COMPLETE
25,25,0.3189377357253936,2025-02-04 19:30:12.382682,2025-02-04 19:31:26.632164,0 days 00:01:14.249482,,0.00021784010054740755,,74.2058355808258,COMPLETE
26,26,0.31452959480217557,2025-02-04 19:31:26.632381,2025-02-04 19:32:59.300757,0 days 00:01:32.668376,1024.0,0.00010582906641551165,,92.61770582199097,COMPLETE
27,27,0.31413071844724577,2025-02-04 19:32:59.300977,2025-02-04 19:34:20.734270,0 days 00:01:21.433293,64.0,0.00010786514086932574,,81.38259792327881,COMPLETE
28,28,0.31454666108618834,2025-02-04 19:34:20.734495,2025-02-04 19:35:32.016465,0 days 00:01:11.281970,64.0,0.00013547790256886232,,71.23084211349487,COMPLETE
29,29,0.3147248374076503,2025-02-04 19:35:32.016687,2025-02-04 19:36:36.637660,0 days 00:01:04.620973,64.0,0.00010798705415631444,,64.57071471214294,COMPLETE
30,30,0.31594212768044816,2025-02-04 19:36:36.637885,2025-02-04 19:38:47.729957,0 days 00:02:11.092072,1024.0,0.00015639753550410808,,131.04133868217468,COMPLETE
31,31,0.3154871218120673,2025-02-04 19:38:47.730205,2025-02-04 19:40:17.503270,0 days 00:01:29.773065,128.0,0.00010365497283697385,,89.72277569770813,COMPLETE
32,32,0.31568548379247113,2025-02-04 19:40:17.503498,2025-02-04 19:41:28.938132,0 days 00:01:11.434634,64.0,0.0001070275269644065,,71.38453912734985,COMPLETE
33,33,0.3147145858615257,2025-02-04 19:41:28.938352,2025-02-04 19:43:21.980918,0 days 00:01:53.042566,256.0,0.00012012295058841045,,112.99502658843994,COMPLETE
34,34,0.3224449171246099,2025-02-04 19:43:21.981161,2025-02-04 19:44:43.587177,0 days 00:01:21.606016,512.0,0.0006062165370933352,,81.55845522880554,COMPLETE
35,35,0.314151782591322,2025-02-04 19:44:43.587407,2025-02-04 19:45:37.064952,0 days 00:00:53.477545,64.0,0.00010011276803761473,,53.43004322052002,COMPLETE
36,36,0.3144530371179118,2025-02-04 19:45:37.065197,2025-02-04 19:47:01.676814,0 days 00:01:24.611617,64.0,0.00010063150872484134,,84.56427240371704,COMPLETE
37,37,0.3145341356103369,2025-02-04 19:47:01.677054,2025-02-04 19:48:40.642596,0 days 00:01:38.965542,64.0,0.00010265519267624277,,98.91613483428955,COMPLETE
38,38,0.3167052689411443,2025-02-04 19:48:40.642817,2025-02-04 19:50:35.835836,0 days 00:01:55.193019,128.0,0.0006881728412883606,,115.14572143554688,COMPLETE
39,39,0.3145246897227127,2025-02-04 19:50:35.836074,2025-02-04 19:51:29.273035,0 days 00:00:53.436961,64.0,0.0001722685874761375,,53.38920974731445,COMPLETE
40,40,0.3284807114977311,2025-02-04 19:51:29.273281,2025-02-04 19:53:13.931707,0 days 00:01:44.658426,,0.0009384617337708561,,104.61764168739319,COMPLETE
41,41,0.314315916164529,2025-02-04 19:53:13.931944,2025-02-04 19:55:00.200392,0 days 00:01:46.268448,128.0,0.00011537805600748751,,106.2210738658905,COMPLETE
42,42,0.31513656444968474,2025-02-04 19:55:00.200624,2025-02-04 19:56:35.741509,0 days 00:01:35.540885,256.0,0.00010760693034045624,,95.49322009086609,COMPLETE
43,43,0.31516181932284293,2025-02-04 19:56:35.741735,2025-02-04 19:57:40.694003,0 days 00:01:04.952268,,0.00010156452590901564,,64.91160750389099,COMPLETE
44,44,0.31412070733841446,2025-02-04 19:57:40.694246,2025-02-04 19:58:47.823497,0 days 00:01:07.129251,64.0,0.00010112418681125194,,67.08181095123291,COMPLETE
45,45,0.3146024151087123,2025-02-04 19:58:47.823729,2025-02-04 20:00:12.518737,0 days 00:01:24.695008,64.0,0.00010612515304635653,,84.64766359329224,COMPLETE
46,46,0.31470769994942205,2025-02-04 20:00:12.518964,2025-02-04 20:01:40.845581,0 days 00:01:28.326617,512.0,0.00015224471918850175,,88.27925157546997,COMPLETE
47,47,0.3146629009572027,2025-02-04 20:01:40.845810,2025-02-04 20:03:56.249066,0 days 00:02:15.403256,64.0,0.00014793993148664295,,135.35582304000854,COMPLETE
48,48,0.316561271930341,2025-02-04 20:03:56.249300,2025-02-04 20:05:29.001106,0 days 00:01:32.751806,256.0,0.0004511474126180601,,92.70428013801575,COMPLETE
49,49,0.31509077066798546,2025-02-04 20:05:29.001341,2025-02-04 20:07:12.787532,0 days 00:01:43.786191,64.0,0.00010775510637270198,,103.73887062072754,COMPLETE
50,50,0.3146418137668991,2025-02-04 20:07:12.787771,2025-02-04 20:08:24.465386,0 days 00:01:11.677615,64.0,0.00010067958569153831,,71.63006234169006,COMPLETE
51,51,0.328163973784155,2025-02-04 20:08:24.465613,2025-02-04 20:09:52.637952,0 days 00:01:28.172339,1024.0,0.0009373441363177403,,88.1247067451477,COMPLETE
52,52,0.3146866794601702,2025-02-04 20:09:52.638195,2025-02-04 20:10:53.220307,0 days 00:01:00.582112,128.0,0.00014737128777885807,,60.5346884727478,COMPLETE
53,53,0.314605450029322,2025-02-04 20:10:53.220539,2025-02-04 20:12:11.896592,0 days 00:01:18.676053,128.0,0.00011347127270658177,,78.62846159934998,COMPLETE
54,54,0.3157362606479707,2025-02-04 20:12:11.896826,2025-02-04 20:13:37.963334,0 days 00:01:26.066508,,0.00013989445474338403,,86.02578496932983,COMPLETE
55,55,0.3156453754431871,2025-02-04 20:13:37.963562,2025-02-04 20:14:48.483051,0 days 00:01:10.519489,64.0,0.00015006502219444442,,70.47232747077942,COMPLETE
56,56,0.3135841533768425,2025-02-04 20:14:48.483282,2025-02-04 20:18:41.772235,0 days 00:03:53.288953,128.0,0.0001007545977398636,,233.24164414405823,COMPLETE
57,57,0.31528801887469876,2025-02-04 20:18:41.772473,2025-02-04 20:20:56.544402,0 days 00:02:14.771929,64.0,0.00045549790366767305,,134.72453355789185,COMPLETE
58,58,0.31605799792794304,2025-02-04 20:20:56.544637,2025-02-04 20:23:03.607380,0 days 00:02:07.062743,512.0,0.00011702604487256863,,127.01508736610413,COMPLETE
59,59,0.3141008782680172,2025-02-04 20:23:03.607627,2025-02-04 20:24:52.080927,0 days 00:01:48.473300,1024.0,0.00010898829997634205,,108.4256477355957,COMPLETE
60,60,0.31542247144745533,2025-02-04 20:24:52.081167,2025-02-04 20:26:20.640629,0 days 00:01:28.559462,1024.0,0.00011530688359171012,,88.51186013221741,COMPLETE
61,61,0.31475011949419945,2025-02-04 20:26:20.640863,2025-02-04 20:29:16.680050,0 days 00:02:56.039187,1024.0,0.00012323640542732616,,175.9914412498474,COMPLETE
62,62,0.31805878013187433,2025-02-04 20:29:16.680281,2025-02-04 20:30:38.238458,0 days 00:01:21.558177,1024.0,0.0002206150585958352,,81.51034307479858,COMPLETE
63,63,0.31534525094574045,2025-02-04 20:30:38.238687,2025-02-04 20:32:13.869851,0 days 00:01:35.631164,1024.0,0.00011247290712243257,,95.58343482017517,COMPLETE
64,64,0.3153665276133633,2025-02-04 20:32:13.870096,2025-02-04 20:32:59.894945,0 days 00:00:46.024849,64.0,0.00010236041667602307,,45.9773485660553,COMPLETE
65,65,0.31402062106552525,2025-02-04 20:32:59.895198,2025-02-04 20:34:21.937031,0 days 00:01:22.041833,128.0,0.00011335943366897459,,81.99434518814087,COMPLETE
66,66,0.31348532053347083,2025-02-04 20:34:21.937285,2025-02-04 20:37:08.116486,0 days 00:02:46.179201,128.0,0.00015713267412855312,,166.13147377967834,COMPLETE
67,67,0.31438742029416517,2025-02-04 20:37:08.116737,2025-02-04 20:38:29.727054,0 days 00:01:21.610317,128.0,0.00017828162156007448,,81.56303977966309,COMPLETE
68,68,0.31442694759953,2025-02-04 20:38:29.727292,2025-02-04 20:40:01.984311,0 days 00:01:32.257019,128.0,0.0001486966913786123,,92.20939922332764,COMPLETE
69,69,0.3139066086090739,2025-02-04 20:40:01.984539,2025-02-04 20:42:20.057159,0 days 00:02:18.072620,128.0,0.00010723283014028014,,138.02506923675537,COMPLETE
70,70,0.31553387116336346,2025-02-04 20:42:20.057397,2025-02-04 20:44:21.200243,0 days 00:02:01.142846,128.0,0.00010656258232560248,,121.09231734275818,COMPLETE
71,71,0.31504215909113664,2025-02-04 20:44:21.200468,2025-02-04 20:46:22.499952,0 days 00:02:01.299484,128.0,0.00010653324463664718,,121.24896883964539,COMPLETE
72,72,0.31572108124213955,2025-02-04 20:46:22.500214,2025-02-04 20:48:36.855479,0 days 00:02:14.355265,128.0,0.00014986597436385005,,134.3045289516449,COMPLETE
73,73,0.314665999579344,2025-02-04 20:48:36.855730,2025-02-04 20:49:37.360169,0 days 00:01:00.504439,128.0,0.00011233143315816429,,60.45379710197449,COMPLETE
74,74,0.313784227394249,2025-02-04 20:49:37.360402,2025-02-04 20:53:33.597302,0 days 00:03:56.236900,256.0,0.0001627698467742202,,236.18619799613953,COMPLETE
75,75,0.31505950994708104,2025-02-04 20:53:33.597551,2025-02-04 20:55:37.579526,0 days 00:02:03.981975,256.0,0.0001994213912757298,,123.93113136291504,COMPLETE
76,76,0.31465983733143926,2025-02-04 20:55:37.579770,2025-02-04 20:57:16.630256,0 days 00:01:39.050486,256.0,0.00018040977864557496,,98.99950003623962,COMPLETE
77,77,0.3136468020891125,2025-02-04 20:57:16.630495,2025-02-04 20:59:42.668289,0 days 00:02:26.037794,256.0,0.00014118455838574068,,145.98686027526855,COMPLETE
78,78,0.31448064718051344,2025-02-04 20:59:42.668522,2025-02-04 21:01:13.802738,0 days 00:01:31.134216,256.0,0.0001431083295216371,,91.08331298828125,COMPLETE
79,79,0.3155952962262391,2025-02-04 21:01:13.802976,2025-02-04 21:03:02.559599,0 days 00:01:48.756623,256.0,0.00015571419672286442,,108.70588994026184,COMPLETE
80,80,0.3140540440409478,2025-02-04 21:03:02.559849,2025-02-04 21:04:42.505594,0 days 00:01:39.945745,128.0,0.00022939619498758414,,99.89807033538818,COMPLETE
81,81,0.314349256145308,2025-02-04 21:04:42.505819,2025-02-04 21:06:19.539610,0 days 00:01:37.033791,128.0,0.0003017855110835151,,96.98600673675537,COMPLETE
82,82,0.31435666227411097,2025-02-04 21:06:19.539840,2025-02-04 21:08:28.448323,0 days 00:02:08.908483,128.0,0.00023125805101826134,,128.86063408851624,COMPLETE
83,83,0.31683351184110864,2025-02-04 21:08:28.448563,2025-02-04 21:09:35.806230,0 days 00:01:07.357667,512.0,0.00023173453309568884,,67.30960464477539,COMPLETE
84,84,0.3147367471881151,2025-02-04 21:09:35.806470,2025-02-04 21:10:54.026758,0 days 00:01:18.220288,128.0,0.00019636205797105564,,78.17257285118103,COMPLETE
85,85,0.3155042041762139,2025-02-04 21:10:54.027001,2025-02-04 21:12:54.800712,0 days 00:02:00.773711,128.0,0.00010318359497087894,,120.72608280181885,COMPLETE
86,86,0.3155115193142008,2025-02-04 21:12:54.800955,2025-02-04 21:14:17.318297,0 days 00:01:22.517342,256.0,0.00012635601904574056,,82.46936750411987,COMPLETE
87,87,0.32198143746755364,2025-02-04 21:14:17.318539,2025-02-04 21:14:57.590632,0 days 00:00:40.272093,,0.00037017020883311434,,40.23098850250244,COMPLETE
88,88,0.314249645673393,2025-02-04 21:14:57.590884,2025-02-04 21:16:57.875861,0 days 00:02:00.284977,128.0,0.0001567091232011123,,120.23713326454163,COMPLETE
89,89,0.3142058310913898,2025-02-04 21:16:57.876108,2025-02-04 21:18:37.902523,0 days 00:01:40.026415,128.0,0.00010117726904591221,,99.97845697402954,COMPLETE
90,90,0.31568337114169615,2025-02-04 21:18:37.902765,2025-02-04 21:20:11.313217,0 days 00:01:33.410452,128.0,0.00014690394500946086,,93.36251282691956,COMPLETE
91,91,0.3140990442260658,2025-02-04 21:20:11.313468,2025-02-04 21:21:47.822661,0 days 00:01:36.509193,256.0,0.00016639010142099593,,96.46099472045898,COMPLETE
92,92,0.3155801546388563,2025-02-04 21:21:47.822921,2025-02-04 21:22:59.308990,0 days 00:01:11.486069,256.0,0.00019873735732410644,,71.4381000995636,COMPLETE
93,93,0.3149500560501855,2025-02-04 21:22:59.309237,2025-02-04 21:24:42.424777,0 days 00:01:43.115540,256.0,0.00016103076702591982,,103.06752753257751,COMPLETE
94,94,0.3142137075393681,2025-02-04 21:24:42.425013,2025-02-04 21:26:22.159649,0 days 00:01:39.734636,256.0,0.00015285032262576004,,99.6867265701294,COMPLETE
95,95,0.31425433254249535,2025-02-04 21:26:22.159877,2025-02-04 21:28:30.775924,0 days 00:02:08.616047,256.0,0.00010175799041832344,,128.56809830665588,COMPLETE
96,96,0.314106938037429,2025-02-04 21:28:30.776173,2025-02-04 21:29:56.377335,0 days 00:01:25.601162,128.0,0.0001429678621724407,,85.55337619781494,COMPLETE
97,97,0.3167483995538484,2025-02-04 21:29:56.377592,2025-02-04 21:31:33.347696,0 days 00:01:36.970104,256.0,0.00026904465644891494,,96.91922926902771,COMPLETE
98,98,0.3144402506121615,2025-02-04 21:31:33.347923,2025-02-04 21:32:40.854344,0 days 00:01:07.506421,128.0,0.00010003439814118029,,67.45864796638489,COMPLETE
99,99,0.316473302083578,2025-02-04 21:32:40.854589,2025-02-04 21:33:52.715001,0 days 00:01:11.860412,,0.0001670997289598425,,71.81926083564758,COMPLETE
100,100,0.31482656506173623,2025-02-04 21:33:52.715250,2025-02-04 21:35:46.622303,0 days 00:01:53.907053,128.0,0.00020074723641593152,,113.85602188110352,COMPLETE
101,101,0.3144583503257541,2025-02-04 21:35:46.622541,2025-02-04 21:38:26.077547,0 days 00:02:39.455006,1024.0,0.00010636658376258908,,159.4039068222046,COMPLETE
102,102,0.3159250339510995,2025-02-04 21:38:26.077773,2025-02-04 21:40:40.584810,0 days 00:02:14.507037,1024.0,0.00014872867041263875,,134.4558026790619,COMPLETE
103,103,0.315444727568486,2025-02-04 21:40:40.585075,2025-02-04 21:42:38.848274,0 days 00:01:58.263199,256.0,0.00018742549598578024,,118.21508812904358,COMPLETE
104,104,0.32267078085736395,2025-02-04 21:42:38.848515,2025-02-04 21:43:36.207407,0 days 00:00:57.358892,512.0,0.0009219120396866525,,57.31066846847534,COMPLETE
105,105,0.314739447399329,2025-02-04 21:43:36.207650,2025-02-04 21:45:12.075490,0 days 00:01:35.867840,128.0,0.00010107989244946117,,95.81964087486267,COMPLETE
106,106,0.31405088076481497,2025-02-04 21:45:12.075727,2025-02-04 21:46:33.851168,0 days 00:01:21.775441,128.0,0.00013646984856938654,,81.72726583480835,COMPLETE
107,107,0.3150515284629676,2025-02-04 21:46:33.851408,2025-02-04 21:48:16.385827,0 days 00:01:42.534419,128.0,0.0001604832263407322,,102.48630285263062,COMPLETE
108,108,0.31542984067799845,2025-02-04 21:48:16.386094,2025-02-04 21:49:20.655157,0 days 00:01:04.269063,128.0,0.00012322834665080376,,64.2209963798523,COMPLETE
109,109,0.3145493640380819,2025-02-04 21:49:20.655398,2025-02-04 21:51:13.498703,0 days 00:01:52.843305,512.0,0.0001525278392588406,,112.79504060745239,COMPLETE
110,110,0.31511954514742274,2025-02-04 21:51:13.498942,2025-02-04 21:52:31.803870,0 days 00:01:18.304928,128.0,0.0001378841864084597,,78.25687527656555,COMPLETE
111,111,0.3151539717751725,2025-02-04 21:52:31.804127,2025-02-04 21:53:28.227374,0 days 00:00:56.423247,256.0,0.00014311304859344182,,56.375075817108154,COMPLETE
112,112,0.3188370899908406,2025-02-04 21:53:28.227610,2025-02-04 21:54:34.377049,0 days 00:01:06.149439,1024.0,0.00034763690788150475,,66.10094690322876,COMPLETE
113,113,0.31645218153774846,2025-02-04 21:54:34.377303,2025-02-04 21:55:35.057113,0 days 00:01:00.679810,64.0,0.0002454815914754233,,60.63164710998535,COMPLETE
114,114,0.31536448953259727,2025-02-04 21:55:35.057369,2025-02-04 21:56:43.420354,0 days 00:01:08.362985,128.0,0.00027321501275517527,,68.31225943565369,COMPLETE
115,115,0.3152702265747109,2025-02-04 21:56:43.420597,2025-02-04 21:59:14.879778,0 days 00:02:31.459181,128.0,0.00013710071120519735,,151.41057419776917,COMPLETE
116,116,0.31370246490315207,2025-02-04 21:59:14.880035,2025-02-04 22:01:36.293485,0 days 00:02:21.413450,512.0,0.00010463348749842712,,141.36215376853943,COMPLETE
117,117,0.31444924335894703,2025-02-04 22:01:36.293737,2025-02-04 22:03:21.076332,0 days 00:01:44.782595,512.0,0.00012745333690288035,,104.73143315315247,COMPLETE
118,118,0.3180256072317528,2025-02-04 22:03:21.076595,2025-02-04 22:04:16.272903,0 days 00:00:55.196308,,0.0001222914590557492,,55.15178847312927,COMPLETE
119,119,0.3146544977371235,2025-02-04 22:04:16.273157,2025-02-04 22:05:55.151643,0 days 00:01:38.878486,512.0,0.00012242168414852342,,98.82731461524963,COMPLETE
120,120,0.3183121695750091,2025-02-04 22:05:55.151885,2025-02-04 22:08:32.174409,0 days 00:02:37.022524,64.0,0.0009221989856985539,,156.97145986557007,COMPLETE
121,121,0.3141930126335863,2025-02-04 22:08:32.174662,2025-02-04 22:10:51.524426,0 days 00:02:19.349764,512.0,0.00010722305842542865,,139.30126190185547,COMPLETE
122,122,0.3150418229059924,2025-02-04 22:10:51.524664,2025-02-04 22:13:06.185861,0 days 00:02:14.661197,128.0,0.00012501474198043375,,134.61305832862854,COMPLETE
123,123,0.31558585911335524,2025-02-04 22:13:06.186117,2025-02-04 22:14:44.957242,0 days 00:01:38.771125,1024.0,0.00010606203148325977,,98.72272229194641,COMPLETE
124,124,0.3154966173214874,2025-02-04 22:14:44.957490,2025-02-04 22:15:52.541483,0 days 00:01:07.583993,512.0,0.0001000843755859895,,67.53300404548645,COMPLETE
125,125,0.31544776596029545,2025-02-04 22:15:52.541737,2025-02-04 22:16:45.173902,0 days 00:00:52.632165,256.0,0.00012915503967883592,,52.58103823661804,COMPLETE
126,126,0.3148776083841196,2025-02-04 22:16:45.174164,2025-02-04 22:18:08.066371,0 days 00:01:22.892207,128.0,0.000110923431676894,,82.84118580818176,COMPLETE
127,127,0.3151893575403542,2025-02-04 22:18:08.066643,2025-02-04 22:20:13.870936,0 days 00:02:05.804293,128.0,0.00016572419839879123,,125.75299286842346,COMPLETE
