set,mse,rmse,mae,mape,r2
train,0.6396663038979541,0.799791412743319,0.4293768167388799,282.29733976484624,0.35952888849906445
validation,0.2670887257141259,0.5168062748401241,0.28290474896406786,172.39417399570613,0.4146420330183774
test,0.3939500265417664,0.6276543846272138,0.3891463656575125,216.39378086290617,0.30745069804977776
