set,mse,rmse,mae,mape,r2
train,0.04271813500073096,0.20668365924942145,0.10269539174051075,59.32472783080128,0.9573235662092475
validation,0.1794583514881691,0.4236252488794419,0.19946583122164344,88.9596232078388,0.8151073017362376
test,0.37285711439939034,0.6106202702165974,0.27325175154604087,140.6920392494879,0.41493597955982003
