set,mse,rmse,mae,mape,r2
train,0.3002632923160846,0.5479628566938498,0.3162549655653759,161.3673602536292,0.7000413881755261
validation,0.3168116742251621,0.5628602617214703,0.3331569696749807,127.66531758047135,0.6735880802279509
test,0.3058187409558643,0.5530088073040649,0.3116959257240186,123.69705920198399,0.5201610144799157
