set,mse,rmse,mae,mape,r2
train,0.2183686975310896,0.4672993660717823,0.27271521642053503,318.9639319960203,0.7817699219803211
validation,0.3273654997897103,0.5721586316658259,0.35823666230676104,334.5792839861517,0.734077316363491
test,0.27956205274023954,0.5287362790089588,0.34372653620530547,308.43184839412083,0.6545246896584421
