,number,value,datetime_start,datetime_complete,duration,params_d_ff,params_d_model,params_dropout,params_e_layers,params_learning_rate,params_num_kernels,params_top_k,user_attrs_pruned,user_attrs_training_time,state
15,15,0.3061663102547328,2025-01-31 22:04:29.586685,2025-01-31 22:59:55.880736,0 days 00:55:26.294051,16,64,0.2,2,0.0018429932765892123,1,2,,3326.009836435318,COMPLETE
16,16,0.30815694694517937,2025-01-31 22:59:55.882247,2025-02-01 00:14:30.820785,0 days 01:14:34.938538,32,16,0.2,2,0.0004752604496281679,3,4,,4474.482724189758,COMPLETE
17,17,0.3287762811587078,2025-02-01 00:14:30.824556,2025-02-01 01:21:35.522475,0 days 01:07:04.697919,16,16,0.2,3,0.003949107374098964,2,3,,4024.3184077739716,COMPLETE
18,18,0.31231419574320646,2025-02-01 01:21:35.524612,2025-02-01 02:07:43.419183,0 days 00:46:07.894571,144,16,0.1,2,0.001723558651328543,1,2,,2767.6566145420074,COMPLETE
19,19,0.34624547654659893,2025-02-01 01:31:14.687797,2025-02-01 02:17:15.828242,0 days 00:46:01.140445,112,48,0.1,4,0.001657249203333365,1,1,,2760.836339235306,COMPLETE
20,20,0.3138810980063251,2025-02-01 02:07:43.422098,2025-02-01 02:45:30.391577,0 days 00:37:46.969479,80,16,0.3,2,0.000541226190558285,2,1,,2266.75678730011,COMPLETE
21,21,0.3520953205933172,2025-02-01 02:17:15.830777,2025-02-01 03:35:12.408022,0 days 01:17:56.577245,32,80,0.3,4,0.0008774850032452232,3,2,,4675.638324975967,COMPLETE
22,22,0.30407445278222867,2025-02-01 02:45:30.394175,2025-02-01 04:20:39.004822,0 days 01:35:08.610647,32,48,0.2,1,0.003931288507448989,1,2,,5708.437602996826,COMPLETE
23,23,0.3060151537627633,2025-02-01 03:35:12.409956,2025-02-01 04:48:06.797264,0 days 01:12:54.387308,16,96,0.2,1,0.0034912974264786683,1,1,,4374.217334270477,COMPLETE
24,24,0.30402493145042114,2025-02-01 04:20:39.007618,2025-02-01 04:54:55.114607,0 days 00:34:16.106989,32,48,0.1,1,0.004115011334551232,2,1,,2055.9202308654785,COMPLETE
25,25,0.32935179799442776,2025-02-01 04:48:06.799946,2025-02-01 05:29:34.497566,0 days 00:41:27.697620,64,48,0.1,1,0.005306632935045933,3,2,,2487.324082136154,COMPLETE
26,26,0.3229906786566597,2025-02-01 04:54:55.116974,2025-02-01 05:30:01.997745,0 days 00:35:06.880771,64,32,0.1,1,0.0029712403125189517,3,1,,2106.653091907501,COMPLETE
27,27,0.31130585053617255,2025-02-01 05:29:34.499600,2025-02-01 06:14:18.312574,0 days 00:44:43.812974,64,16,0.2,1,0.00328102937027591,2,1,,2683.6699647903442,COMPLETE
28,28,0.3065372414666359,2025-02-01 05:30:01.999399,2025-02-01 06:03:07.265741,0 days 00:33:05.266342,32,48,0.1,1,0.0033080858846516255,1,1,,1985.119782924652,COMPLETE
29,29,0.3024215006559782,2025-02-01 06:03:07.269668,2025-02-01 06:55:52.961363,0 days 00:52:45.691695,112,32,0.3,1,0.007183668373699645,1,2,,3165.5136425495148,COMPLETE
30,30,0.3960492174118813,2025-02-01 06:14:18.318881,2025-02-01 06:55:47.697328,0 days 00:41:29.378447,96,96,0.0,2,0.000974167059876496,2,2,,2488.840800523758,COMPLETE
31,31,0.2981208982453783,2025-02-01 06:55:47.701314,2025-02-01 07:49:25.304209,0 days 00:53:37.602895,64,64,0.3,1,0.008928243177922278,1,2,,3217.4051842689514,COMPLETE
32,32,0.30496852494570115,2025-02-01 06:55:52.964205,2025-02-01 07:57:06.964121,0 days 01:01:13.999916,112,16,0.3,1,0.008890786576605036,1,2,,3673.8321011066437,COMPLETE
33,33,0.39419537455672576,2025-02-01 07:49:25.308135,2025-02-01 08:36:17.250678,0 days 00:46:51.942543,144,48,0.3,2,0.0077600461598353165,2,2,,2811.432667016983,COMPLETE
34,34,0.3054921056154604,2025-02-01 07:57:06.968133,2025-02-01 08:34:15.190252,0 days 00:37:08.222119,160,64,0.2,1,0.0053247523976930715,1,2,,2227.9928770065308,COMPLETE
35,35,0.3136030098580314,2025-02-01 08:34:15.192366,2025-02-01 09:06:53.203983,0 days 00:32:38.011617,128,64,0.3,1,0.0035951006299136477,3,2,,1957.610539674759,COMPLETE
36,36,0.30963423666934353,2025-02-01 08:36:17.253938,2025-02-01 09:17:28.777796,0 days 00:41:11.523858,32,48,0.3,1,0.006993910358581512,1,2,,2471.356894016266,COMPLETE
37,37,0.30455749188366166,2025-02-01 09:06:53.206334,2025-02-01 10:03:05.593305,0 days 00:56:12.386971,32,48,0.3,1,0.005852117379977049,1,2,,3372.2206881046295,COMPLETE
38,38,0.30567289332721126,2025-02-01 09:17:28.779825,2025-02-01 10:15:13.206587,0 days 00:57:44.426762,64,96,0.3,1,0.007083565881230876,1,2,,3464.1758213043213,COMPLETE
39,39,0.33670391948380746,2025-02-01 10:03:05.596182,2025-02-01 11:10:45.402311,0 days 01:07:39.806129,112,128,0.2,4,0.0005014829808308961,1,3,,4058.9388411045074,COMPLETE
40,40,,2025-02-01 10:15:13.209093,2025-02-01 12:55:28.819024,0 days 02:40:15.609931,224,16,0.1,3,0.00013495328873540326,6,5,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 2.89 GiB. GPU 1 has a total capacity of 39.39 GiB of which 2.16 GiB is free. Process 3372079 has 37.22 GiB memory in use. Of the allocated memory 35.23 GiB is allocated by PyTorch, and 1.48 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
41,41,,2025-02-01 11:10:45.405311,2025-02-01 12:57:09.536445,0 days 01:46:24.131134,256,32,0.1,3,0.00012686846999235786,6,3,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 19.20 GiB. GPU 0 has a total capacity of 39.39 GiB of which 18.10 GiB is free. Process 3372079 has 21.29 GiB memory in use. Of the allocated memory 19.83 GiB is allocated by PyTorch, and 969.09 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
42,42,0.3830614275748168,2025-02-01 12:55:28.820421,2025-02-01 13:20:24.487113,0 days 00:24:55.666692,48,48,0.2,2,0.0045809872631414955,2,1,,1495.4171996116638,COMPLETE
43,43,0.30648606409039036,2025-02-01 12:57:09.538586,2025-02-01 14:52:03.046100,0 days 01:54:53.507514,144,48,0.3,1,0.005351578021371275,1,4,,6893.266390800476,COMPLETE
44,44,0.3095913762554177,2025-02-01 13:20:24.488907,2025-02-01 14:17:01.288508,0 days 00:56:36.799601,16,48,0.1,1,0.0024684186745682875,1,3,,3396.6175537109375,COMPLETE
45,45,0.4046695691701691,2025-02-01 14:17:01.291380,2025-02-01 14:59:59.685934,0 days 00:42:58.394554,64,112,0.2,2,0.0005127252027983998,5,1,,2577.5615980625153,COMPLETE
46,46,0.3047904571406044,2025-02-01 14:52:03.047275,2025-02-01 15:23:29.180803,0 days 00:31:26.133528,16,64,0.0,1,0.0006868052184347136,3,1,,1885.9443702697754,COMPLETE
47,47,0.30472740786601316,2025-02-01 14:59:59.688445,2025-02-01 15:50:07.654996,0 days 00:50:07.966551,48,48,0.2,1,0.0017974672332105527,1,2,,3007.797742128372,COMPLETE
48,48,0.3310872474914623,2025-02-01 15:23:29.182337,2025-02-01 15:44:41.036568,0 days 00:21:11.854231,64,80,0.0,1,0.009598888891910717,2,1,,1271.6443192958832,COMPLETE
49,49,0.30405256281478926,2025-02-01 15:44:41.039055,2025-02-01 16:23:30.477391,0 days 00:38:49.438336,64,48,0.2,1,0.001019605430990331,1,2,,2329.263598680496,COMPLETE
50,50,,2025-02-01 15:50:07.657193,2025-02-01 17:20:04.127689,0 days 01:29:56.470496,208,16,0.2,4,0.001810431601182944,6,2,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 18.53 GiB. GPU 1 has a total capacity of 39.39 GiB of which 3.83 GiB is free. Process 3372079 has 35.55 GiB memory in use. Of the allocated memory 19.38 GiB is allocated by PyTorch, and 15.66 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
51,51,0.3034555382340109,2025-02-01 16:23:30.478931,2025-02-01 18:09:50.230089,0 days 01:46:19.751158,32,80,0.2,3,0.0002504896479493111,1,5,,6378.916303396225,COMPLETE
52,52,0.3003955614289138,2025-02-01 17:20:04.130264,2025-02-01 17:41:17.951753,0 days 00:21:13.821489,32,48,0.3,1,0.000811224191037158,2,3,,1273.5174660682678,COMPLETE
53,53,0.30460954692675396,2025-02-01 17:41:17.953797,2025-02-01 18:19:55.537316,0 days 00:38:37.583519,32,48,0.3,1,0.0012702163257004714,3,2,,2317.272932767868,COMPLETE
54,54,0.3066503422614125,2025-02-01 18:09:50.231331,2025-02-01 21:39:22.944772,0 days 03:29:32.713441,16,80,0.1,4,0.0001861898398067775,1,5,,12571.603268384933,COMPLETE
55,55,0.3070065941743493,2025-02-01 18:19:55.539031,2025-02-01 19:24:59.824406,0 days 01:05:04.285375,64,96,0.2,3,0.00019559474604435457,1,5,,3902.823415994644,COMPLETE
56,56,0.3016175956576502,2025-02-01 19:24:59.825664,2025-02-01 20:16:33.009631,0 days 00:51:33.183967,64,64,0.3,1,0.00017197751804801656,1,4,,3092.87468791008,COMPLETE
57,57,0.3160967359990612,2025-02-01 20:16:33.011333,2025-02-01 20:46:36.900315,0 days 00:30:03.888982,80,64,0.2,2,0.0001105521687021648,2,2,,1803.4431374073029,COMPLETE
58,58,0.3023327474558231,2025-02-01 20:46:36.901983,2025-02-01 21:29:07.197869,0 days 00:42:30.295886,32,48,0.2,1,0.00016676332632540984,1,5,,2550.0121273994446,COMPLETE
59,59,0.3050944911807603,2025-02-01 21:29:07.199925,2025-02-01 22:22:34.973223,0 days 00:53:27.773298,64,48,0.3,1,0.00026967383301142937,1,5,,3207.481416463852,COMPLETE
60,60,0.3027280770865572,2025-02-01 21:39:22.946342,2025-02-01 22:41:09.538450,0 days 01:01:46.592108,32,48,0.2,1,0.00014745930832780376,1,4,,3706.371495962143,COMPLETE
61,61,0.30585248582529845,2025-02-01 22:22:34.975160,2025-02-01 23:18:28.012321,0 days 00:55:53.037161,32,80,0.2,1,0.0002037442770223825,1,4,,3352.762392282486,COMPLETE
62,62,0.3038192441470772,2025-02-01 22:41:09.541288,2025-02-01 23:23:21.909341,0 days 00:42:12.368053,32,48,0.1,1,0.0004401706787908864,1,5,,2532.0840628147125,COMPLETE
63,63,0.30292847028718917,2025-02-01 23:18:28.014428,2025-02-02 01:24:16.343714,0 days 02:05:48.329286,16,32,0.1,1,0.00011152814621087694,1,5,,7548.1103529930115,COMPLETE
64,64,0.3067652747619843,2025-02-01 23:23:21.911494,2025-02-01 23:59:36.416382,0 days 00:36:14.504888,80,32,0.3,2,0.0005004055394169071,1,3,,2174.2142384052277,COMPLETE
65,65,0.3021875675754924,2025-02-01 23:59:36.418108,2025-02-02 00:42:47.221561,0 days 00:43:10.803453,16,32,0.2,1,0.00023264361703009685,1,4,,2590.6322553157806,COMPLETE
66,66,0.2982578246755096,2025-02-02 00:42:47.223859,2025-02-02 01:20:52.504924,0 days 00:38:05.281065,16,32,0.3,1,0.000938559459915348,2,3,,2285.0015799999237,COMPLETE
67,67,0.3075953876380778,2025-02-02 01:20:52.508004,2025-02-02 03:15:11.128361,0 days 01:54:18.620357,112,16,0.2,2,0.00011117872398977301,2,5,,6857.873298883438,COMPLETE
68,68,0.2972903387294748,2025-02-02 01:24:16.345536,2025-02-02 02:02:17.014074,0 days 00:38:00.668538,32,32,0.3,1,0.0006610730730863806,2,3,,2280.4152731895447,COMPLETE
69,69,0.2993252558118004,2025-02-02 02:02:17.016097,2025-02-02 02:48:33.815933,0 days 00:46:16.799836,32,32,0.3,1,0.0003073376696342187,2,2,,2776.5813291072845,COMPLETE
70,70,0.305044257806294,2025-02-02 02:48:33.819737,2025-02-02 03:31:20.423835,0 days 00:42:46.604098,48,32,0.3,1,0.00058122229352532,2,3,,2566.3062014579773,COMPLETE
71,71,0.2927182486808354,2025-02-02 03:15:11.130247,2025-02-02 04:06:51.450761,0 days 00:51:40.320514,16,16,0.3,1,0.000247984180034041,4,2,,3100.1124482154846,COMPLETE
72,72,0.2963054322863236,2025-02-02 03:31:20.425663,2025-02-02 04:29:36.323005,0 days 00:58:15.897342,48,16,0.3,1,0.00029033805900661254,2,2,,3495.7005426883698,COMPLETE
73,73,0.2944867212292388,2025-02-02 04:06:51.452576,2025-02-02 05:09:53.968032,0 days 01:03:02.515456,16,16,0.3,1,0.0003401605934573262,4,1,,3782.3499295711517,COMPLETE
74,74,0.31027797737530444,2025-02-02 04:29:36.324659,2025-02-02 05:21:54.328886,0 days 00:52:18.004227,32,16,0.3,1,0.0002114962462523231,5,2,,3137.6864087581635,COMPLETE
75,75,0.30278162055578944,2025-02-02 05:09:53.970409,2025-02-02 05:50:27.222349,0 days 00:40:33.251940,32,16,0.2,1,0.00033518424253831607,4,1,,2433.044054031372,COMPLETE
76,76,0.32129863965787697,2025-02-02 05:21:54.331027,2025-02-02 05:59:55.195383,0 days 00:38:00.864356,160,32,0.3,1,0.0003161891918751396,4,2,,2278.6315338611603,COMPLETE
77,77,0.3024897092629683,2025-02-02 05:50:27.223925,2025-02-02 06:30:08.537613,0 days 00:39:41.313688,64,48,0.3,1,0.00026650691647581653,1,1,,2381.1586780548096,COMPLETE
78,78,0.2985482662130991,2025-02-02 05:59:55.196788,2025-02-02 06:39:19.368665,0 days 00:39:24.171877,32,16,0.3,1,0.0002399492821796068,2,1,,2364.0347917079926,COMPLETE
79,79,0.30085826279068595,2025-02-02 06:30:08.540054,2025-02-02 07:20:29.922305,0 days 00:50:21.382251,32,16,0.3,1,0.00013204458470634232,3,1,,3021.201122522354,COMPLETE
80,80,0.2960831346783683,2025-02-02 06:39:19.371407,2025-02-02 08:14:51.631267,0 days 01:35:32.259860,16,16,0.3,1,0.000130659716886625,3,1,,5732.084020614624,COMPLETE
81,81,0.3002305706292214,2025-02-02 07:20:29.924501,2025-02-02 08:22:18.973552,0 days 01:01:49.049051,16,16,0.3,1,0.0006947348641552736,3,1,,3708.8843297958374,COMPLETE
82,82,0.30139493574235016,2025-02-02 08:14:51.633420,2025-02-02 09:12:52.354412,0 days 00:58:00.720992,16,32,0.2,1,0.00012586008801526296,1,1,,3480.579042196274,COMPLETE
83,83,0.30342723440519453,2025-02-02 08:22:18.975368,2025-02-02 09:13:27.573444,0 days 00:51:08.598076,16,32,0.3,2,0.00030587392364079304,5,1,,3068.106458902359,COMPLETE
84,84,0.2969927711746268,2025-02-02 09:12:52.356176,2025-02-02 10:39:41.232396,0 days 01:26:48.876220,16,32,0.3,1,0.0002121974700545394,4,3,,5208.517365694046,COMPLETE
85,85,0.3178707837509241,2025-02-02 09:13:27.574455,2025-02-02 10:29:00.366355,0 days 01:15:32.791900,16,16,0.3,2,0.001204332835956231,4,3,,4532.394102096558,COMPLETE
86,86,0.3054396624084335,2025-02-02 10:29:00.368552,2025-02-02 11:49:47.013504,0 days 01:20:46.644952,16,16,0.3,2,0.00029494493622493227,1,1,,4846.510462284088,COMPLETE
87,87,0.3498415210624293,2025-02-02 10:39:41.233936,2025-02-02 11:31:37.602502,0 days 00:51:56.368566,96,64,0.3,1,0.00012090416989475062,4,3,,3115.641452074051,COMPLETE
88,88,0.2994340502043017,2025-02-02 11:31:37.604547,2025-02-02 12:58:32.419636,0 days 01:26:54.815089,16,16,0.3,1,0.0036904555108505247,2,4,,5214.596115112305,COMPLETE
89,89,0.30274495214596814,2025-02-02 11:49:47.015318,2025-02-02 12:40:31.065251,0 days 00:50:44.049933,64,16,0.3,1,0.00019667766875847053,3,3,,3043.7200298309326,COMPLETE
90,90,0.29588340603934066,2025-02-02 12:40:31.067038,2025-02-02 14:24:05.747431,0 days 01:43:34.680393,16,16,0.3,1,0.00023397640422068494,4,1,,6214.517643690109,COMPLETE
91,91,0.30716856865287556,2025-02-02 12:58:32.421844,2025-02-02 14:27:55.685904,0 days 01:29:23.264060,32,32,0.2,1,0.00010061579971923128,4,3,,5362.864392518997,COMPLETE
92,92,0.2960017829933343,2025-02-02 14:24:05.749237,2025-02-02 15:23:57.895693,0 days 00:59:52.146456,16,16,0.3,1,0.00033514675594996255,5,1,,3591.939806699753,COMPLETE
93,93,0.3380088236286041,2025-02-02 14:27:55.687444,2025-02-02 15:44:10.215516,0 days 01:16:14.528072,32,80,0.3,1,0.0005101418795325167,5,4,,4572.332725524902,COMPLETE
94,94,0.31810074821647644,2025-02-02 15:23:57.898070,2025-02-02 15:56:10.239431,0 days 00:32:12.341361,32,32,0.3,1,0.0012708643038687555,5,1,,1931.9552328586578,COMPLETE
95,95,0.33275345499438125,2025-02-02 15:44:10.216878,2025-02-02 16:55:48.994010,0 days 01:11:38.777132,16,48,0.3,2,0.0002919450125616842,4,3,,4298.061987400055,COMPLETE
96,96,0.30972610088855024,2025-02-02 15:56:10.241341,2025-02-02 17:07:40.488082,0 days 01:11:30.246741,64,16,0.3,1,0.00021925774555423976,5,5,,4289.174783229828,COMPLETE
97,97,0.29376934285648,2025-02-02 16:55:48.995863,2025-02-02 18:34:16.891063,0 days 01:38:27.895200,16,16,0.3,1,0.0002113465737931607,6,1,,5907.651167154312,COMPLETE
98,98,0.30019275250162775,2025-02-02 17:07:40.489804,2025-02-02 19:08:55.605488,0 days 02:01:15.115684,16,16,0.3,1,0.00030322147139779277,6,1,,7274.8792197704315,COMPLETE
99,99,0.2974251146677609,2025-02-02 18:34:16.892951,2025-02-02 19:19:35.804472,0 days 00:45:18.911521,16,32,0.3,1,0.00028192396195299404,5,1,,2718.5773186683655,COMPLETE
100,100,0.31270331032819737,2025-02-02 19:08:55.607358,2025-02-02 20:03:00.684619,0 days 00:54:05.077261,80,80,0.3,2,0.00987381716251488,1,1,,3244.837522983551,COMPLETE
101,101,0.3010343887798796,2025-02-02 19:19:35.806409,2025-02-02 20:09:47.199447,0 days 00:50:11.393038,16,32,0.3,1,0.0004096713124894187,4,2,,3011.136552333832,COMPLETE
102,102,0.2946782195900489,2025-02-02 20:03:00.686513,2025-02-02 22:05:16.765059,0 days 02:02:16.078546,16,16,0.3,1,0.00011562126371108258,4,1,,7335.914249658585,COMPLETE
103,103,0.29922667226175925,2025-02-02 20:09:47.200424,2025-02-02 21:19:30.348861,0 days 01:09:43.148437,16,32,0.2,1,0.00017303879872711362,5,1,,4182.850780010223,COMPLETE
104,104,0.30133852863213817,2025-02-02 21:19:30.350663,2025-02-02 23:11:14.165951,0 days 01:51:43.815288,16,16,0.3,2,0.00014897906317625704,4,1,,6703.559608697891,COMPLETE
105,105,0.31929943970436186,2025-02-02 22:05:16.766830,2025-02-02 22:43:41.721373,0 days 00:38:24.954543,48,32,0.3,1,0.00027971883771493863,4,1,,2304.707376718521,COMPLETE
106,106,0.31448067362195037,2025-02-02 22:43:41.722951,2025-02-02 23:38:07.765160,0 days 00:54:26.042209,96,16,0.2,2,0.00010638984385341056,4,1,,3265.1260318756104,COMPLETE
107,107,0.2936663565488636,2025-02-02 23:11:14.167167,2025-02-03 00:21:12.454400,0 days 01:09:58.287233,16,16,0.3,1,0.0001894412977736063,4,1,,4198.119877338409,COMPLETE
108,108,0.3472534493056141,2025-02-02 23:38:07.767091,2025-02-03 00:32:35.077191,0 days 00:54:27.310100,96,16,0.3,2,0.00011894901693507199,6,1,,3264.59210562706,COMPLETE
109,109,0.3006774942853511,2025-02-03 00:21:12.455985,2025-02-03 01:20:15.198805,0 days 00:59:02.742820,32,32,0.3,1,0.00016703681312163675,4,1,,3542.5337343215942,COMPLETE
110,110,0.2997056381046805,2025-02-03 00:32:35.079098,2025-02-03 02:08:33.797712,0 days 01:35:58.718614,16,48,0.3,1,0.00011374708785106753,4,1,,5758.472501277924,COMPLETE
111,111,0.2955108087751476,2025-02-03 01:20:15.200352,2025-02-03 02:31:56.238216,0 days 01:11:41.037864,32,16,0.3,1,0.00011345513045658059,5,1,,4300.598663568497,COMPLETE
112,112,0.3013113041008639,2025-02-03 02:08:33.799341,2025-02-03 03:11:07.634718,0 days 01:02:33.835377,16,64,0.3,1,0.00038132365016780824,6,1,,3752.817861557007,COMPLETE
113,113,0.30375982203039936,2025-02-03 02:31:56.240070,2025-02-03 03:14:36.628136,0 days 00:42:40.388066,32,16,0.3,1,0.00011896328561056929,5,1,,2560.0917603969574,COMPLETE
114,114,0.30237981671033026,2025-02-03 03:11:07.636816,2025-02-03 04:19:34.600081,0 days 01:08:26.963265,64,16,0.3,1,0.00015288836502696414,6,1,,4106.369364500046,COMPLETE
115,115,0.3008080750605062,2025-02-03 03:14:36.629896,2025-02-03 04:14:22.246648,0 days 00:59:45.616752,16,16,0.3,1,0.0002841030245975569,4,1,,3585.4533867836,COMPLETE
116,116,0.30264280981181163,2025-02-03 04:14:22.248272,2025-02-03 05:39:10.352325,0 days 01:24:48.104053,16,32,0.3,1,0.00019256255535193741,4,3,,5087.733020544052,COMPLETE
117,117,0.3084957306583929,2025-02-03 04:19:34.601852,2025-02-03 05:56:15.079865,0 days 01:36:40.478013,16,16,0.2,2,0.00011513320178296879,3,2,,5800.218522787094,COMPLETE
118,118,0.3534957454183923,2025-02-03 05:39:10.354168,2025-02-03 06:19:00.360146,0 days 00:39:50.005978,96,16,0.3,1,0.0002543240304607496,5,2,,2389.457323074341,COMPLETE
119,119,0.39336092079622276,2025-02-03 05:56:15.081486,2025-02-03 07:37:30.076265,0 days 01:41:14.994779,32,112,0.1,4,0.000343261370611056,4,3,,6072.465279340744,COMPLETE
120,120,0.3279045478525778,2025-02-03 06:19:00.361985,2025-02-03 07:00:30.956787,0 days 00:41:30.594802,80,16,0.3,2,0.0005460390017014842,4,1,,2489.769996881485,COMPLETE
121,121,0.3689027133309211,2025-02-03 07:00:30.958792,2025-02-03 08:39:56.638991,0 days 01:39:25.680199,192,32,0.3,3,0.00035085341097433175,4,4,,5958.689222812653,COMPLETE
122,122,0.3057054887029396,2025-02-03 07:37:30.077612,2025-02-03 08:27:17.877866,0 days 00:49:47.800254,32,16,0.3,1,0.0003115945575619081,4,2,,2987.5602157115936,COMPLETE
123,123,0.29830758234634597,2025-02-03 08:27:17.879446,2025-02-03 10:35:45.832136,0 days 02:08:27.952690,16,16,0.3,1,0.00018166296813468865,4,1,,7707.780610084534,COMPLETE
124,124,0.30984419297699695,2025-02-03 08:39:56.640337,2025-02-03 09:29:42.104394,0 days 00:49:45.464057,48,32,0.3,1,0.0004446399932860796,5,1,,2985.042854309082,COMPLETE
125,125,0.2940975986535402,2025-02-03 09:29:42.106357,2025-02-03 11:22:54.923971,0 days 01:53:12.817614,16,16,0.3,1,0.00014770246742667475,3,1,,6792.636274337769,COMPLETE
126,126,0.43260535114348064,2025-02-03 10:35:45.834404,2025-02-03 13:42:10.070351,0 days 03:06:24.235947,160,96,0.1,2,0.0002772129916505969,5,4,,11176.93616938591,COMPLETE
127,127,,2025-02-03 11:22:54.925583,2025-02-03 12:54:40.348164,0 days 01:31:45.422581,160,128,0.3,2,0.008165855474024418,5,5,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 10.00 GiB. GPU 1 has a total capacity of 39.39 GiB of which 5.25 GiB is free. Process 3372079 has 34.14 GiB memory in use. Of the allocated memory 15.02 GiB is allocated by PyTorch, and 18.60 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
