set,mse,rmse,mae,mape,r2
train,0.6334425742044077,0.7958910567435771,0.44087613808973725,300.5436870044203,0.365761650049414
validation,0.2673687846374682,0.5170771554008823,0.28961433216678023,166.39766138933217,0.41404232478237546
test,0.3976468225774485,0.6305924377737562,0.3987559603530073,220.53091075891948,0.30095374845525497
