set,mse,rmse,mae,mape,r2
train,0.22174112084136988,0.4708939592321926,0.2689931604817484,328.0095586442632,0.7783979542021681
validation,0.33189941904942394,0.5761071246299806,0.35048723365996554,351.6996408460629,0.7303966029268487
test,0.2985671303455458,0.54641296685341,0.34395345871394606,313.1019444290217,0.6310217610130261
